Timestamp,Station,Temp,Salinity
17-06-2014 11:45:00,RR,20.76,15.66
17-06-2014 12:00:00,RR,20.92,16.36
17-06-2014 12:15:00,RR,20.81,17.28
17-06-2014 12:30:00,RR,20.93,18.51
17-06-2014 12:45:00,RR,20.89,19.39
17-06-2014 13:00:00,RR,20.77,20.03
17-06-2014 13:15:00,RR,20.59,20.67
17-06-2014 13:30:00,RR,20.48,22.08
17-06-2014 13:45:00,RR,20.57,22.66
17-06-2014 14:00:00,RR,20.53,22.96
17-06-2014 14:15:00,RR,20.35,23.17
17-06-2014 14:30:00,RR,20.19,23.38
17-06-2014 14:45:00,RR,20.08,23.53
17-06-2014 15:00:00,RR,19.98,23.69
17-06-2014 15:15:00,RR,19.95,23.78
17-06-2014 15:30:00,RR,19.94,23.84
17-06-2014 15:45:00,RR,19.88,23.93
17-06-2014 16:00:00,RR,19.89,23.95
17-06-2014 16:15:00,RR,19.92,24.05
17-06-2014 16:30:00,RR,20.04,25.41
17-06-2014 16:45:00,RR,20,26.45
17-06-2014 17:00:00,RR,20.17,26.27
17-06-2014 17:15:00,RR,20.47,25.99
17-06-2014 17:30:00,RR,20.73,25.69
17-06-2014 17:45:00,RR,20.9,25.36
17-06-2014 18:00:00,RR,21.07,24.98
17-06-2014 18:15:00,RR,21.22,24.44
17-06-2014 18:30:00,RR,21.31,23.83
17-06-2014 18:45:00,RR,21.4,23.09
17-06-2014 19:00:00,RR,21.49,22.49
17-06-2014 19:15:00,RR,21.56,21.82
17-06-2014 19:30:00,RR,21.61,21.27
17-06-2014 19:45:00,RR,21.63,20.68
17-06-2014 20:00:00,RR,21.64,20.05
17-06-2014 20:15:00,RR,21.64,19.51
17-06-2014 20:30:00,RR,21.62,18.94
17-06-2014 20:45:00,RR,21.6,18.49
17-06-2014 21:00:00,RR,21.57,17.86
17-06-2014 21:15:00,RR,21.55,17.41
17-06-2014 21:30:00,RR,NA,NA
17-06-2014 21:45:00,RR,NA,NA
17-06-2014 22:00:00,RR,NA,NA
17-06-2014 22:15:00,RR,NA,NA
17-06-2014 22:30:00,RR,NA,NA
17-06-2014 22:45:00,RR,NA,NA
17-06-2014 23:00:00,RR,21.4,14.62
17-06-2014 23:15:00,RR,21.5,15.89
17-06-2014 23:30:00,RR,21.52,16.61
17-06-2014 23:45:00,RR,21.53,17.42
18-06-2014 00:00:00,RR,21.57,18.04
18-06-2014 00:15:00,RR,21.51,19.01
18-06-2014 00:30:00,RR,21.46,20.11
18-06-2014 00:45:00,RR,21.45,21.08
18-06-2014 01:00:00,RR,21.4,22.26
18-06-2014 01:15:00,RR,21.29,22.74
18-06-2014 01:30:00,RR,21.1,23.11
18-06-2014 01:45:00,RR,20.8,23.48
18-06-2014 02:00:00,RR,20.6,23.75
18-06-2014 02:15:00,RR,20.5,23.9
18-06-2014 02:30:00,RR,20.39,24.03
18-06-2014 02:45:00,RR,20.3,24.17
18-06-2014 03:00:00,RR,20.23,24.28
18-06-2014 03:15:00,RR,20.15,24.36
18-06-2014 03:30:00,RR,20.07,24.43
18-06-2014 03:45:00,RR,19.96,24.5
18-06-2014 04:00:00,RR,19.88,24.57
18-06-2014 04:15:00,RR,19.78,24.65
18-06-2014 04:30:00,RR,19.73,24.7
18-06-2014 04:45:00,RR,19.76,24.9
18-06-2014 05:00:00,RR,19.88,26.87
18-06-2014 05:15:00,RR,19.95,26.83
18-06-2014 05:30:00,RR,20.08,26.7
18-06-2014 05:45:00,RR,20.18,26.52
18-06-2014 06:00:00,RR,20.31,26.29
18-06-2014 06:15:00,RR,20.44,26.04
18-06-2014 06:30:00,RR,20.57,25.71
18-06-2014 06:45:00,RR,20.73,25.22
18-06-2014 07:00:00,RR,20.87,24.64
18-06-2014 07:15:00,RR,21,24.13
18-06-2014 07:30:00,RR,21.15,23.47
18-06-2014 07:45:00,RR,21.23,22.78
18-06-2014 08:00:00,RR,21.33,22.1
18-06-2014 08:15:00,RR,21.42,21.43
18-06-2014 08:30:00,RR,21.51,20.78
18-06-2014 08:45:00,RR,21.58,20.18
18-06-2014 09:00:00,RR,21.67,19.66
18-06-2014 09:15:00,RR,21.78,19.08
18-06-2014 09:30:00,RR,21.84,18.57
18-06-2014 09:45:00,RR,21.98,18.08
18-06-2014 10:00:00,RR,22.01,17.6
18-06-2014 10:15:00,RR,NA,NA
18-06-2014 10:30:00,RR,NA,NA
18-06-2014 10:45:00,RR,NA,NA
18-06-2014 11:00:00,RR,NA,NA
18-06-2014 11:15:00,RR,NA,NA
18-06-2014 11:30:00,RR,NA,NA
18-06-2014 11:45:00,RR,NA,NA
18-06-2014 12:00:00,RR,NA,NA
18-06-2014 12:15:00,RR,NA,NA
18-06-2014 12:30:00,RR,22.69,17.08
18-06-2014 12:45:00,RR,22.62,18.29
18-06-2014 13:00:00,RR,22.58,18.93
18-06-2014 13:15:00,RR,22.77,20.17
18-06-2014 13:30:00,RR,22.88,21.35
18-06-2014 13:45:00,RR,22.85,21.98
18-06-2014 14:00:00,RR,22.72,22.6
18-06-2014 14:15:00,RR,22.46,23.3
18-06-2014 14:30:00,RR,22.45,23.86
18-06-2014 14:45:00,RR,22.46,24.23
18-06-2014 15:00:00,RR,22.36,24.43
18-06-2014 15:15:00,RR,22.17,24.59
18-06-2014 15:30:00,RR,22.01,24.73
18-06-2014 15:45:00,RR,21.82,24.88
18-06-2014 16:00:00,RR,21.69,24.99
18-06-2014 16:15:00,RR,21.6,25.06
18-06-2014 16:30:00,RR,21.49,25.11
18-06-2014 16:45:00,RR,21.45,25.14
