"agency","site","salinity","X_BOTTOM_90860_00000","X_BOTTOM_90860_00000_cd","temp","X_BOTTOM_00010_00000","X_BOTTOM_00010_00000_cd","datetime"
"USGS","01208837",26,NA,NA,13.3,NA,NA,2020-06-05 16:45:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-05 17:00:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-05 17:15:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-05 17:30:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-05 17:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-05 18:00:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-05 18:15:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-05 18:30:00
"USGS","01208837",24,NA,NA,13.7,NA,NA,2020-06-05 18:45:00
"USGS","01208837",23,NA,NA,14.1,NA,NA,2020-06-05 19:00:00
"USGS","01208837",21,NA,NA,15,NA,NA,2020-06-05 19:15:00
"USGS","01208837",19,NA,NA,15.5,NA,NA,2020-06-05 19:30:00
"USGS","01208837",18,NA,NA,16,NA,NA,2020-06-05 19:45:00
"USGS","01208837",17,NA,NA,16.4,NA,NA,2020-06-05 20:00:00
"USGS","01208837",15,NA,NA,16.9,NA,NA,2020-06-05 20:15:00
"USGS","01208837",13,NA,NA,17.4,NA,NA,2020-06-05 20:30:00
"USGS","01208837",12,NA,NA,17.7,NA,NA,2020-06-05 20:45:00
"USGS","01208837",11,NA,NA,17.9,NA,NA,2020-06-05 21:00:00
"USGS","01208837",9.8,NA,NA,18.1,NA,NA,2020-06-05 21:15:00
"USGS","01208837",8.5,NA,NA,18.4,NA,NA,2020-06-05 21:30:00
"USGS","01208837",7.4,NA,NA,18.7,NA,NA,2020-06-05 21:45:00
"USGS","01208837",6.5,NA,NA,18.9,NA,NA,2020-06-05 22:00:00
"USGS","01208837",5.8,NA,NA,19,NA,NA,2020-06-05 22:15:00
"USGS","01208837",5.2,NA,NA,19.2,NA,NA,2020-06-05 22:30:00
"USGS","01208837",4.9,NA,NA,19.2,NA,NA,2020-06-05 22:45:00
"USGS","01208837",4.4,NA,NA,19.3,NA,NA,2020-06-05 23:00:00
"USGS","01208837",4.4,NA,NA,19.3,NA,NA,2020-06-05 23:15:00
"USGS","01208837",5.2,NA,NA,19.1,NA,NA,2020-06-05 23:30:00
"USGS","01208837",6.4,NA,NA,18.9,NA,NA,2020-06-05 23:45:00
"USGS","01208837",6.3,NA,NA,18.9,NA,NA,2020-06-06 00:00:00
"USGS","01208837",8,NA,NA,18.5,NA,NA,2020-06-06 00:15:00
"USGS","01208837",9.5,NA,NA,18.2,NA,NA,2020-06-06 00:30:00
"USGS","01208837",11,NA,NA,17.9,NA,NA,2020-06-06 00:45:00
"USGS","01208837",13,NA,NA,17.2,NA,NA,2020-06-06 01:00:00
"USGS","01208837",20,NA,NA,14.9,NA,NA,2020-06-06 01:15:00
"USGS","01208837",22,NA,NA,14.2,NA,NA,2020-06-06 01:30:00
"USGS","01208837",23,NA,NA,13.6,NA,NA,2020-06-06 01:45:00
"USGS","01208837",24,NA,NA,13.3,NA,NA,2020-06-06 02:00:00
"USGS","01208837",24,NA,NA,13.1,NA,NA,2020-06-06 02:15:00
"USGS","01208837",24,NA,NA,13.1,NA,NA,2020-06-06 02:30:00
"USGS","01208837",25,NA,NA,13,NA,NA,2020-06-06 02:45:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 03:00:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 03:15:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 03:30:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 03:45:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 04:00:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 04:15:00
"USGS","01208837",25,NA,NA,12.9,NA,NA,2020-06-06 04:30:00
"USGS","01208837",25,NA,NA,12.9,NA,NA,2020-06-06 04:45:00
"USGS","01208837",25,NA,NA,12.9,NA,NA,2020-06-06 05:00:00
"USGS","01208837",25,NA,NA,12.9,NA,NA,2020-06-06 05:15:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 05:30:00
"USGS","01208837",25,NA,NA,12.8,NA,NA,2020-06-06 05:45:00
"USGS","01208837",25,NA,NA,12.9,NA,NA,2020-06-06 06:00:00
"USGS","01208837",25,NA,NA,12.9,NA,NA,2020-06-06 06:15:00
"USGS","01208837",25,NA,NA,13.1,NA,NA,2020-06-06 06:30:00
"USGS","01208837",22,NA,NA,14.2,NA,NA,2020-06-06 06:45:00
"USGS","01208837",20,NA,NA,14.7,NA,NA,2020-06-06 07:00:00
"USGS","01208837",20,NA,NA,14.9,NA,NA,2020-06-06 07:15:00
"USGS","01208837",17,NA,NA,15.8,NA,NA,2020-06-06 07:30:00
"USGS","01208837",15,NA,NA,16.2,NA,NA,2020-06-06 07:45:00
"USGS","01208837",15,NA,NA,16.5,NA,NA,2020-06-06 08:00:00
"USGS","01208837",14,NA,NA,16.7,NA,NA,2020-06-06 08:15:00
"USGS","01208837",13,NA,NA,17,NA,NA,2020-06-06 08:30:00
"USGS","01208837",12,NA,NA,17.4,NA,NA,2020-06-06 08:45:00
"USGS","01208837",11,NA,NA,17.5,NA,NA,2020-06-06 09:00:00
"USGS","01208837",9.9,NA,NA,17.8,NA,NA,2020-06-06 09:15:00
"USGS","01208837",9.1,NA,NA,18,NA,NA,2020-06-06 09:30:00
"USGS","01208837",8.3,NA,NA,18.2,NA,NA,2020-06-06 09:45:00
"USGS","01208837",7,NA,NA,18.5,NA,NA,2020-06-06 10:00:00
"USGS","01208837",6.1,NA,NA,18.7,NA,NA,2020-06-06 10:15:00
"USGS","01208837",5.4,NA,NA,18.8,NA,NA,2020-06-06 10:30:00
"USGS","01208837",4.7,NA,NA,19,NA,NA,2020-06-06 10:45:00
"USGS","01208837",4.3,NA,NA,19.1,NA,NA,2020-06-06 11:00:00
"USGS","01208837",3.9,NA,NA,19.2,NA,NA,2020-06-06 11:15:00
"USGS","01208837",3.7,NA,NA,19.2,NA,NA,2020-06-06 11:30:00
"USGS","01208837",3.6,NA,NA,19.2,NA,NA,2020-06-06 11:45:00
"USGS","01208837",4.7,NA,NA,19,NA,NA,2020-06-06 12:00:00
"USGS","01208837",4.8,NA,NA,19,NA,NA,2020-06-06 12:15:00
"USGS","01208837",4.7,NA,NA,19,NA,NA,2020-06-06 12:30:00
"USGS","01208837",5.8,NA,NA,18.8,NA,NA,2020-06-06 12:45:00
"USGS","01208837",7.4,NA,NA,18.4,NA,NA,2020-06-06 13:00:00
"USGS","01208837",8.1,NA,NA,18.2,NA,NA,2020-06-06 13:15:00
"USGS","01208837",11,NA,NA,17.6,NA,NA,2020-06-06 13:30:00
"USGS","01208837",15,NA,NA,16.4,NA,NA,2020-06-06 13:45:00
"USGS","01208837",22,NA,NA,14.2,NA,NA,2020-06-06 14:00:00
"USGS","01208837",23,NA,NA,13.8,NA,NA,2020-06-06 14:15:00
"USGS","01208837",24,NA,NA,13.5,NA,NA,2020-06-06 14:30:00
"USGS","01208837",24,NA,NA,13.4,NA,NA,2020-06-06 14:45:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-06 15:00:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-06 15:15:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-06 15:30:00
"USGS","01208837",25,NA,NA,13.4,NA,NA,2020-06-06 15:45:00
"USGS","01208837",25,NA,NA,13.4,NA,NA,2020-06-06 16:00:00
"USGS","01208837",25,NA,NA,13.5,NA,NA,2020-06-06 16:15:00
"USGS","01208837",25,NA,NA,13.5,NA,NA,2020-06-06 16:30:00
"USGS","01208837",25,NA,NA,13.6,NA,NA,2020-06-06 16:45:00
"USGS","01208837",25,NA,NA,13.7,NA,NA,2020-06-06 17:00:00
"USGS","01208837",25,NA,NA,13.7,NA,NA,2020-06-06 17:15:00
"USGS","01208837",25,NA,NA,13.8,NA,NA,2020-06-06 17:30:00
"USGS","01208837",25,NA,NA,13.8,NA,NA,2020-06-06 17:45:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-06 18:00:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-06 18:15:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-06 18:30:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-06 18:45:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-06 19:00:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-06 19:15:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-06 19:30:00
"USGS","01208837",24,NA,NA,14.6,NA,NA,2020-06-06 19:45:00
"USGS","01208837",22,NA,NA,15.3,NA,NA,2020-06-06 20:00:00
"USGS","01208837",20,NA,NA,16.3,NA,NA,2020-06-06 20:15:00
"USGS","01208837",18,NA,NA,16.8,NA,NA,2020-06-06 20:30:00
"USGS","01208837",16,NA,NA,17.4,NA,NA,2020-06-06 20:45:00
"USGS","01208837",15,NA,NA,17.8,NA,NA,2020-06-06 21:00:00
"USGS","01208837",14,NA,NA,17.9,NA,NA,2020-06-06 21:15:00
"USGS","01208837",13,NA,NA,18.3,NA,NA,2020-06-06 21:30:00
"USGS","01208837",11,NA,NA,18.6,NA,NA,2020-06-06 21:45:00
"USGS","01208837",11,NA,NA,18.7,NA,NA,2020-06-06 22:00:00
"USGS","01208837",9.9,NA,NA,18.9,NA,NA,2020-06-06 22:15:00
"USGS","01208837",9.2,NA,NA,19.1,NA,NA,2020-06-06 22:30:00
"USGS","01208837",8.7,NA,NA,19.3,NA,NA,2020-06-06 22:45:00
"USGS","01208837",7.7,NA,NA,19.5,NA,NA,2020-06-06 23:00:00
"USGS","01208837",7.1,NA,NA,19.6,NA,NA,2020-06-06 23:15:00
"USGS","01208837",6.8,NA,NA,19.7,NA,NA,2020-06-06 23:30:00
"USGS","01208837",6.4,NA,NA,19.8,NA,NA,2020-06-06 23:45:00
"USGS","01208837",6.1,NA,NA,19.8,NA,NA,2020-06-07 00:00:00
"USGS","01208837",7.4,NA,NA,19.5,NA,NA,2020-06-07 00:15:00
"USGS","01208837",7.5,NA,NA,19.5,NA,NA,2020-06-07 00:30:00
"USGS","01208837",7.7,NA,NA,19.4,NA,NA,2020-06-07 00:45:00
"USGS","01208837",9,NA,NA,19.2,NA,NA,2020-06-07 01:00:00
"USGS","01208837",10,NA,NA,18.9,NA,NA,2020-06-07 01:15:00
"USGS","01208837",13,NA,NA,18.3,NA,NA,2020-06-07 01:30:00
"USGS","01208837",16,NA,NA,17.2,NA,NA,2020-06-07 01:45:00
"USGS","01208837",21,NA,NA,15.4,NA,NA,2020-06-07 02:00:00
"USGS","01208837",23,NA,NA,14.6,NA,NA,2020-06-07 02:15:00
"USGS","01208837",24,NA,NA,14,NA,NA,2020-06-07 02:30:00
"USGS","01208837",25,NA,NA,13.7,NA,NA,2020-06-07 02:45:00
"USGS","01208837",25,NA,NA,13.5,NA,NA,2020-06-07 03:00:00
"USGS","01208837",25,NA,NA,13.4,NA,NA,2020-06-07 03:15:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 03:30:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 03:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 04:00:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 04:15:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 04:30:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 04:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 05:00:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 05:15:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 05:30:00
"USGS","01208837",26,NA,NA,13.4,NA,NA,2020-06-07 05:45:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 06:00:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 06:15:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-07 06:30:00
"USGS","01208837",26,NA,NA,13.3,NA,NA,2020-06-07 06:45:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 07:00:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-07 07:15:00
"USGS","01208837",24,NA,NA,13.6,NA,NA,2020-06-07 07:30:00
"USGS","01208837",23,NA,NA,14.2,NA,NA,2020-06-07 07:45:00
"USGS","01208837",21,NA,NA,14.9,NA,NA,2020-06-07 08:00:00
"USGS","01208837",20,NA,NA,15.4,NA,NA,2020-06-07 08:15:00
"USGS","01208837",18,NA,NA,15.9,NA,NA,2020-06-07 08:30:00
"USGS","01208837",17,NA,NA,16.3,NA,NA,2020-06-07 08:45:00
"USGS","01208837",16,NA,NA,16.6,NA,NA,2020-06-07 09:00:00
"USGS","01208837",14,NA,NA,17,NA,NA,2020-06-07 09:15:00
"USGS","01208837",13,NA,NA,17.4,NA,NA,2020-06-07 09:30:00
"USGS","01208837",12,NA,NA,17.7,NA,NA,2020-06-07 09:45:00
"USGS","01208837",11,NA,NA,17.9,NA,NA,2020-06-07 10:00:00
"USGS","01208837",10,NA,NA,18.1,NA,NA,2020-06-07 10:15:00
"USGS","01208837",9.6,NA,NA,18.2,NA,NA,2020-06-07 10:30:00
"USGS","01208837",8.7,NA,NA,18.4,NA,NA,2020-06-07 10:45:00
"USGS","01208837",8,NA,NA,18.6,NA,NA,2020-06-07 11:00:00
"USGS","01208837",6.8,NA,NA,18.9,NA,NA,2020-06-07 11:15:00
"USGS","01208837",6,NA,NA,19,NA,NA,2020-06-07 11:30:00
"USGS","01208837",5.5,NA,NA,19.1,NA,NA,2020-06-07 11:45:00
"USGS","01208837",4.9,NA,NA,19.3,NA,NA,2020-06-07 12:00:00
"USGS","01208837",4.7,NA,NA,19.3,NA,NA,2020-06-07 12:15:00
"USGS","01208837",4.5,NA,NA,19.3,NA,NA,2020-06-07 12:30:00
"USGS","01208837",4.3,NA,NA,19.4,NA,NA,2020-06-07 12:45:00
"USGS","01208837",5.7,NA,NA,19.1,NA,NA,2020-06-07 13:00:00
"USGS","01208837",5.8,NA,NA,19.1,NA,NA,2020-06-07 13:15:00
"USGS","01208837",6.7,NA,NA,18.9,NA,NA,2020-06-07 13:30:00
"USGS","01208837",7.8,NA,NA,18.7,NA,NA,2020-06-07 13:45:00
"USGS","01208837",9.2,NA,NA,18.3,NA,NA,2020-06-07 14:00:00
"USGS","01208837",12,NA,NA,17.6,NA,NA,2020-06-07 14:15:00
"USGS","01208837",15,NA,NA,16.9,NA,NA,2020-06-07 14:30:00
"USGS","01208837",20,NA,NA,15.3,NA,NA,2020-06-07 14:45:00
"USGS","01208837",23,NA,NA,14.5,NA,NA,2020-06-07 15:00:00
"USGS","01208837",24,NA,NA,14.3,NA,NA,2020-06-07 15:15:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-07 15:30:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-07 15:45:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 16:00:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 16:15:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 16:30:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 16:45:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 17:00:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 17:15:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 17:30:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-07 17:45:00
"USGS","01208837",26,NA,NA,13.9,NA,NA,2020-06-07 18:00:00
"USGS","01208837",26,NA,NA,13.8,NA,NA,2020-06-07 18:15:00
"USGS","01208837",26,NA,NA,13.9,NA,NA,2020-06-07 18:30:00
"USGS","01208837",26,NA,NA,14.1,NA,NA,2020-06-07 18:45:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-07 19:00:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-07 19:15:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-07 19:30:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-07 19:45:00
"USGS","01208837",25,NA,NA,14.3,NA,NA,2020-06-07 20:00:00
"USGS","01208837",24,NA,NA,14.8,NA,NA,2020-06-07 20:15:00
"USGS","01208837",24,NA,NA,15.1,NA,NA,2020-06-07 20:30:00
"USGS","01208837",22,NA,NA,15.6,NA,NA,2020-06-07 20:45:00
"USGS","01208837",20,NA,NA,16.2,NA,NA,2020-06-07 21:00:00
"USGS","01208837",18,NA,NA,16.7,NA,NA,2020-06-07 21:15:00
"USGS","01208837",17,NA,NA,17.1,NA,NA,2020-06-07 21:30:00
"USGS","01208837",16,NA,NA,17.4,NA,NA,2020-06-07 21:45:00
"USGS","01208837",14,NA,NA,17.8,NA,NA,2020-06-07 22:00:00
"USGS","01208837",12,NA,NA,18.1,NA,NA,2020-06-07 22:15:00
"USGS","01208837",11,NA,NA,18.5,NA,NA,2020-06-07 22:30:00
"USGS","01208837",11,NA,NA,18.6,NA,NA,2020-06-07 22:45:00
"USGS","01208837",9.7,NA,NA,18.8,NA,NA,2020-06-07 23:00:00
"USGS","01208837",9,NA,NA,18.9,NA,NA,2020-06-07 23:15:00
"USGS","01208837",8,NA,NA,19.2,NA,NA,2020-06-07 23:30:00
"USGS","01208837",7.2,NA,NA,19.3,NA,NA,2020-06-07 23:45:00
"USGS","01208837",5.3,NA,NA,19.8,NA,NA,2020-06-08 00:00:00
"USGS","01208837",4.9,NA,NA,19.9,NA,NA,2020-06-08 00:15:00
"USGS","01208837",4.3,NA,NA,20,NA,NA,2020-06-08 00:30:00
"USGS","01208837",4.1,NA,NA,20,NA,NA,2020-06-08 00:45:00
"USGS","01208837",4,NA,NA,20,NA,NA,2020-06-08 01:00:00
"USGS","01208837",5.6,NA,NA,19.6,NA,NA,2020-06-08 01:15:00
"USGS","01208837",5.7,NA,NA,19.6,NA,NA,2020-06-08 01:30:00
"USGS","01208837",6.3,NA,NA,19.4,NA,NA,2020-06-08 01:45:00
"USGS","01208837",6.8,NA,NA,19.3,NA,NA,2020-06-08 02:00:00
"USGS","01208837",9,NA,NA,18.8,NA,NA,2020-06-08 02:15:00
"USGS","01208837",9.6,NA,NA,18.6,NA,NA,2020-06-08 02:30:00
"USGS","01208837",16,NA,NA,16.9,NA,NA,2020-06-08 02:45:00
"USGS","01208837",21,NA,NA,15.3,NA,NA,2020-06-08 03:00:00
"USGS","01208837",22,NA,NA,14.7,NA,NA,2020-06-08 03:15:00
"USGS","01208837",24,NA,NA,14,NA,NA,2020-06-08 03:30:00
"USGS","01208837",24,NA,NA,13.7,NA,NA,2020-06-08 03:45:00
"USGS","01208837",25,NA,NA,13.6,NA,NA,2020-06-08 04:00:00
"USGS","01208837",25,NA,NA,13.5,NA,NA,2020-06-08 04:15:00
"USGS","01208837",25,NA,NA,13.4,NA,NA,2020-06-08 04:30:00
"USGS","01208837",25,NA,NA,13.3,NA,NA,2020-06-08 04:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 05:00:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 05:15:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 05:30:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 05:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 06:00:00
"USGS","01208837",26,NA,NA,13.2,NA,NA,2020-06-08 06:15:00
"USGS","01208837",26,NA,NA,13.2,NA,NA,2020-06-08 06:30:00
"USGS","01208837",26,NA,NA,13.2,NA,NA,2020-06-08 06:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 07:00:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 07:15:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 07:30:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 07:45:00
"USGS","01208837",25,NA,NA,13.2,NA,NA,2020-06-08 08:00:00
"USGS","01208837",24,NA,NA,13.8,NA,NA,2020-06-08 08:15:00
"USGS","01208837",21,NA,NA,14.7,NA,NA,2020-06-08 08:30:00
"USGS","01208837",21,NA,NA,14.9,NA,NA,2020-06-08 08:45:00
"USGS","01208837",18,NA,NA,15.6,NA,NA,2020-06-08 09:00:00
"USGS","01208837",17,NA,NA,16.1,NA,NA,2020-06-08 09:15:00
"USGS","01208837",15,NA,NA,16.5,NA,NA,2020-06-08 09:30:00
"USGS","01208837",14,NA,NA,16.8,NA,NA,2020-06-08 09:45:00
"USGS","01208837",13,NA,NA,17.1,NA,NA,2020-06-08 10:00:00
"USGS","01208837",12,NA,NA,17.3,NA,NA,2020-06-08 10:15:00
"USGS","01208837",11,NA,NA,17.6,NA,NA,2020-06-08 10:30:00
"USGS","01208837",11,NA,NA,17.8,NA,NA,2020-06-08 10:45:00
"USGS","01208837",10,NA,NA,17.9,NA,NA,2020-06-08 11:00:00
"USGS","01208837",8.9,NA,NA,18.2,NA,NA,2020-06-08 11:15:00
"USGS","01208837",8.5,NA,NA,18.3,NA,NA,2020-06-08 11:30:00
"USGS","01208837",7.9,NA,NA,18.5,NA,NA,2020-06-08 11:45:00
"USGS","01208837",7.3,NA,NA,18.6,NA,NA,2020-06-08 12:00:00
"USGS","01208837",5.5,NA,NA,19,NA,NA,2020-06-08 12:15:00
"USGS","01208837",4.7,NA,NA,19.2,NA,NA,2020-06-08 12:30:00
"USGS","01208837",4.3,NA,NA,19.3,NA,NA,2020-06-08 12:45:00
"USGS","01208837",4.2,NA,NA,19.3,NA,NA,2020-06-08 13:00:00
"USGS","01208837",4,NA,NA,19.4,NA,NA,2020-06-08 13:15:00
"USGS","01208837",3.9,NA,NA,19.5,NA,NA,2020-06-08 13:30:00
"USGS","01208837",4.7,NA,NA,19.3,NA,NA,2020-06-08 13:45:00
"USGS","01208837",5.4,NA,NA,19.1,NA,NA,2020-06-08 14:00:00
"USGS","01208837",5.5,NA,NA,19.2,NA,NA,2020-06-08 14:15:00
"USGS","01208837",6.7,NA,NA,19,NA,NA,2020-06-08 14:30:00
"USGS","01208837",8.3,NA,NA,18.4,NA,NA,2020-06-08 14:45:00
"USGS","01208837",8.8,NA,NA,18.4,NA,NA,2020-06-08 15:00:00
"USGS","01208837",11,NA,NA,17.9,NA,NA,2020-06-08 15:15:00
"USGS","01208837",14,NA,NA,17.2,NA,NA,2020-06-08 15:30:00
"USGS","01208837",19,NA,NA,15.5,NA,NA,2020-06-08 15:45:00
"USGS","01208837",23,NA,NA,14.5,NA,NA,2020-06-08 16:00:00
"USGS","01208837",24,NA,NA,14.3,NA,NA,2020-06-08 16:15:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-08 16:30:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-08 16:45:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-08 17:00:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-08 17:15:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-08 17:30:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-08 17:45:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-08 18:00:00
"USGS","01208837",25,NA,NA,14.1,NA,NA,2020-06-08 18:15:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-08 18:30:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-08 18:45:00
"USGS","01208837",25,NA,NA,14.2,NA,NA,2020-06-08 19:00:00
"USGS","01208837",25,NA,NA,14.4,NA,NA,2020-06-08 19:15:00
"USGS","01208837",25,NA,NA,14.4,NA,NA,2020-06-08 19:30:00
"USGS","01208837",25,NA,NA,14.4,NA,NA,2020-06-08 19:45:00
"USGS","01208837",25,NA,NA,14.4,NA,NA,2020-06-08 20:00:00
"USGS","01208837",25,NA,NA,14.4,NA,NA,2020-06-08 20:15:00
"USGS","01208837",25,NA,NA,14.4,NA,NA,2020-06-08 20:30:00
"USGS","01208837",25,NA,NA,14.5,NA,NA,2020-06-08 20:45:00
"USGS","01208837",24,NA,NA,14.9,NA,NA,2020-06-08 21:00:00
"USGS","01208837",23,NA,NA,15.4,NA,NA,2020-06-08 21:15:00
"USGS","01208837",22,NA,NA,15.9,NA,NA,2020-06-08 21:30:00
"USGS","01208837",20,NA,NA,16.4,NA,NA,2020-06-08 21:45:00
"USGS","01208837",18,NA,NA,17,NA,NA,2020-06-08 22:00:00
"USGS","01208837",17,NA,NA,17.4,NA,NA,2020-06-08 22:15:00
"USGS","01208837",15,NA,NA,17.8,NA,NA,2020-06-08 22:30:00
"USGS","01208837",14,NA,NA,18.2,NA,NA,2020-06-08 22:45:00
"USGS","01208837",12,NA,NA,18.5,NA,NA,2020-06-08 23:00:00
"USGS","01208837",12,NA,NA,18.6,NA,NA,2020-06-08 23:15:00
"USGS","01208837",11,NA,NA,18.7,NA,NA,2020-06-08 23:30:00
"USGS","01208837",11,NA,NA,18.9,NA,NA,2020-06-08 23:45:00
"USGS","01208837",9.9,NA,NA,19.1,NA,NA,2020-06-09 00:00:00
"USGS","01208837",9.4,NA,NA,19.2,NA,NA,2020-06-09 00:15:00
"USGS","01208837",8.7,NA,NA,19.3,NA,NA,2020-06-09 00:30:00
"USGS","01208837",8,NA,NA,19.5,NA,NA,2020-06-09 00:45:00
"USGS","01208837",7.2,NA,NA,19.7,NA,NA,2020-06-09 01:00:00
"USGS","01208837",6.6,NA,NA,19.8,NA,NA,2020-06-09 01:15:00
"USGS","01208837",6,NA,NA,20,NA,NA,2020-06-09 01:30:00
"USGS","01208837",5.8,NA,NA,20,NA,NA,2020-06-09 01:45:00
"USGS","01208837",5.9,NA,NA,20,NA,NA,2020-06-09 02:00:00
"USGS","01208837",7.3,NA,NA,19.6,NA,NA,2020-06-09 02:15:00
"USGS","01208837",8,NA,NA,19.4,NA,NA,2020-06-09 02:30:00
"USGS","01208837",8.2,NA,NA,19.3,NA,NA,2020-06-09 02:45:00
"USGS","01208837",9.6,NA,NA,19,NA,NA,2020-06-09 03:00:00
"USGS","01208837",11,NA,NA,18.7,NA,NA,2020-06-09 03:15:00
"USGS","01208837",13,NA,NA,18,NA,NA,2020-06-09 03:30:00
"USGS","01208837",18,NA,NA,16.7,NA,NA,2020-06-09 03:45:00
"USGS","01208837",22,NA,NA,15.1,NA,NA,2020-06-09 04:00:00
"USGS","01208837",23,NA,NA,14.7,NA,NA,2020-06-09 04:15:00
"USGS","01208837",24,NA,NA,14.2,NA,NA,2020-06-09 04:30:00
"USGS","01208837",25,NA,NA,14,NA,NA,2020-06-09 04:45:00
"USGS","01208837",25,NA,NA,13.9,NA,NA,2020-06-09 05:00:00
"USGS","01208837",25,NA,NA,13.8,NA,NA,2020-06-09 05:15:00
"USGS","01208837",25,NA,NA,13.8,NA,NA,2020-06-09 05:30:00
"USGS","01208837",25,NA,NA,13.7,NA,NA,2020-06-09 05:45:00
"USGS","01208837",25,NA,NA,13.6,NA,NA,2020-06-09 06:00:00
"USGS","01208837",25,NA,NA,13.6,NA,NA,2020-06-09 06:15:00
"USGS","01208837",25,NA,NA,13.6,NA,NA,2020-06-09 06:30:00
"USGS","01208837",26,NA,NA,13.5,NA,NA,2020-06-09 06:45:00
