Timestamp,Station,Temp,Salinity
3/4/18 13:15,RR,5.57,17.87
3/4/18 13:30,RR,5.5,19.33
3/4/18 13:45,RR,5.48,20.65
3/4/18 14:00,RR,5.49,21.49
3/4/18 14:15,RR,5.46,22.02
3/4/18 14:30,RR,5.41,22.48
3/4/18 14:45,RR,5.36,22.9
3/4/18 15:00,RR,5.36,22.98
3/4/18 15:15,RR,5.32,23.28
3/4/18 15:30,RR,5.32,23.29
3/4/18 15:45,RR,5.3,23.45
3/4/18 16:00,RR,5.34,23.25
3/4/18 16:15,RR,5.41,23.76
3/4/18 16:30,RR,5.43,23.48
3/4/18 16:45,RR,5.46,23.01
3/4/18 17:00,RR,5.51,21.84
3/4/18 17:15,RR,5.56,20.58
3/4/18 17:30,RR,5.61,19.26
3/4/18 17:45,RR,5.68,17.87
3/4/18 18:00,RR,5.75,16.56
3/4/18 18:15,RR,5.81,15.43
3/4/18 18:30,RR,5.86,14.41
3/4/18 18:45,RR,5.9,13.46
3/4/18 19:00,RR,5.94,12.36
3/4/18 19:15,RR,5.97,11.43
3/4/18 19:30,RR,6,10.47
3/4/18 19:45,RR,6.03,9.71
3/4/18 20:00,RR,6.05,8.84
3/4/18 20:15,RR,6.06,8.07
3/4/18 20:30,RR,6.07,7.37
3/4/18 20:45,RR,6.09,6.71
3/4/18 21:00,RR,6.09,6.01
3/4/18 21:15,RR,6.09,5.61
3/4/18 21:30,RR,6.09,5.15
3/4/18 21:45,RR,6.09,4.73
3/4/18 22:00,RR,6.08,4.35
3/4/18 22:15,RR,6.07,4.08
3/4/18 22:30,RR,6.04,4.02
3/4/18 22:45,RR,6,4.84
3/4/18 23:00,RR,6.02,6.08
3/4/18 23:15,RR,5.99,7.24
3/4/18 23:30,RR,5.95,8.32
3/4/18 23:45,RR,5.91,9.18
4/4/18 0:00,RR,5.82,10.74
4/4/18 0:15,RR,5.7,12.53
4/4/18 0:30,RR,5.55,14.92
4/4/18 0:45,RR,5.47,16.49
4/4/18 1:00,RR,5.41,17.95
4/4/18 1:15,RR,5.34,19.4
4/4/18 1:30,RR,5.25,20.66
4/4/18 1:45,RR,5.16,21.63
4/4/18 2:00,RR,5.11,22.32
4/4/18 2:15,RR,5.09,22.85
4/4/18 2:30,RR,5.07,23.23
4/4/18 2:45,RR,5.04,23.56
4/4/18 3:00,RR,5.02,23.82
4/4/18 3:15,RR,4.99,24.08
4/4/18 3:30,RR,4.96,24.34
4/4/18 3:45,RR,4.93,24.55
4/4/18 4:00,RR,4.91,24.69
4/4/18 4:15,RR,4.9,24.74
4/4/18 4:30,RR,4.92,24.54
4/4/18 4:45,RR,4.95,25.14
4/4/18 5:00,RR,4.97,25.26
4/4/18 5:15,RR,5.01,24.75
4/4/18 5:30,RR,5.02,24.11
4/4/18 5:45,RR,5.04,23.35
4/4/18 6:00,RR,5.06,22.44
4/4/18 6:15,RR,5.12,20.85
4/4/18 6:30,RR,5.19,19.15
4/4/18 6:45,RR,5.26,17.79
4/4/18 7:00,RR,5.31,16.43
4/4/18 7:15,RR,5.36,15.03
4/4/18 7:30,RR,5.39,13.77
4/4/18 7:45,RR,5.43,12.73
4/4/18 8:00,RR,5.45,11.83
4/4/18 8:15,RR,5.48,10.85
4/4/18 8:30,RR,5.52,9.88
4/4/18 8:45,RR,5.56,9.07
4/4/18 9:00,RR,5.6,8.19
4/4/18 9:15,RR,5.63,7.47
4/4/18 9:30,RR,5.64,6.75
4/4/18 9:45,RR,5.65,6.22
4/4/18 10:00,RR,5.68,5.78
4/4/18 10:15,RR,5.69,5.32
4/4/18 10:30,RR,5.73,4.89
4/4/18 10:45,RR,5.72,4.52
4/4/18 11:00,RR,5.74,4.25
4/4/18 11:15,RR,5.76,4.24
4/4/18 11:30,RR,5.8,5.07
4/4/18 11:45,RR,5.72,6.24
4/4/18 12:00,RR,5.68,6.91
4/4/18 12:15,RR,5.67,7.89
4/4/18 12:30,RR,5.67,8.63
4/4/18 12:45,RR,5.68,10.18
4/4/18 13:00,RR,5.67,11.74
4/4/18 13:15,RR,5.61,13.92
4/4/18 13:30,RR,5.52,15.37
4/4/18 13:45,RR,5.42,16.66
4/4/18 14:00,RR,5.34,18.12
4/4/18 14:15,RR,5.31,19.5
4/4/18 14:30,RR,5.3,20.65
4/4/18 14:45,RR,5.27,21.43
4/4/18 15:00,RR,5.24,21.96
4/4/18 15:15,RR,5.21,22.3
4/4/18 15:30,RR,5.18,22.66
4/4/18 15:45,RR,5.14,22.98
4/4/18 16:00,RR,5.11,23.22
4/4/18 16:15,RR,5.1,23.36
4/4/18 16:30,RR,5.18,23.19
4/4/18 16:45,RR,5.11,23.36
4/4/18 17:00,RR,5.12,23.47
4/4/18 17:15,RR,5.33,23.08
4/4/18 17:30,RR,5.31,23.29
4/4/18 17:45,RR,5.39,22.25
4/4/18 18:00,RR,5.48,21.05
4/4/18 18:15,RR,5.58,19.76
4/4/18 18:30,RR,5.66,18.03
4/4/18 18:45,RR,5.75,16.37
4/4/18 19:00,RR,5.79,15.1
4/4/18 19:15,RR,5.84,14.03
4/4/18 19:30,RR,5.87,12.9
4/4/18 19:45,RR,5.9,11.84
4/4/18 20:00,RR,5.93,10.85
4/4/18 20:15,RR,5.95,9.94
4/4/18 20:30,RR,5.96,9.11
4/4/18 20:45,RR,5.98,8.42
4/4/18 21:00,RR,5.99,7.59
4/4/18 21:15,RR,5.98,6.87
4/4/18 21:30,RR,5.97,6.18
4/4/18 21:45,RR,5.95,5.61
4/4/18 22:00,RR,5.91,5.17
4/4/18 22:15,RR,5.87,4.72
4/4/18 22:30,RR,5.87,4.33
