lab_sample_id,site_id,site_name,latitude,longitude,collection_date,collection_time,salinity_ppt,temp_do
VM_MI_11_0007,8,"Oyster Landing Beach",33.524015,-79.061975,2010-12-07,10:00:00,35,9.766666666666666
VM_MI_11_0014,8,"Oyster Landing Beach",33.524015,-79.061975,2010-12-21,09:52:00,34.96666666666667,7
VM_MI_11_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2011-01-11,09:55:00,34.6,4.233333333333333
VM_MI_11_0039,8,"Oyster Landing Beach",33.524015,-79.061975,2011-01-25,10:10:00,34.56666666666666,6.8
VM_MI_11_0033,8,"Oyster Landing Beach",33.524015,-79.061975,2011-02-08,10:05:00,32.6,8.8
VM_MI_11_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2011-02-22,10:20:00,34.9,13.6
VM_MI_11_0056,8,"Oyster Landing Beach",33.524015,-79.061975,2011-03-08,09:00:00,33.733333333333334,12.300000000000002
VM_MI_11_0064,8,"Oyster Landing Beach",33.524015,-79.061975,2011-03-22,09:05:00,34.46666666666667,16
VM_MI_11_0078,8,"Oyster Landing Beach",33.524015,-79.061975,2011-04-12,09:10:00,33.7,20.433333333333334
VM_MI_11_0080,8,"Oyster Landing Beach",33.524015,-79.061975,2011-04-26,09:12:00,33.56666666666666,24.5
VM_MI_11_0088,8,"Oyster Landing Beach",33.524015,-79.061975,2011-05-10,09:11:00,33.06666666666666,22.5
VM_MI_11_0096,8,"Oyster Landing Beach",33.524015,-79.061975,2011-05-24,09:00:00,34.56666666666666,25.7
VM_MI_11_0102,8,"Oyster Landing Beach",33.524015,-79.061975,2011-06-14,08:48:00,34.8,27.2
VM_MI_11_0112,8,"Oyster Landing Beach",33.524015,-79.061975,2011-06-28,08:45:00,35.8,28.166666666666668
VM_MI_11_0118,8,"Oyster Landing Beach",33.524015,-79.061975,2011-07-12,08:47:00,35.56666666666667,28.899999999999995
VM_MI_11_0128,8,"Oyster Landing Beach",33.524015,-79.061975,2011-07-26,08:55:00,33.6,26.899999999999995
VM_MI_11_0136,8,"Oyster Landing Beach",33.524015,-79.061975,2011-08-09,08:50:00,35.666666666666664,28.8
VM_MI_11_0147,8,"Oyster Landing Beach",33.524015,-79.061975,2011-08-23,09:15:00,35.56666666666666,28.333333333333332
VM_MI_11_0145,8,"Oyster Landing Beach",33.524015,-79.061975,2011-09-13,08:55:00,35.3,27.333333333333332
VM_MI_11_0160,8,"Oyster Landing Beach",33.524015,-79.061975,2011-09-27,09:05:00,34.9,25.7
VM_MI_11_0168,8,"Oyster Landing Beach",33.524015,-79.061975,2011-10-12,09:00:00,35.5,22.100000000000005
VM_MI_11_0176,8,"Oyster Landing Beach",33.524015,-79.061975,2011-10-25,09:00:00,35.46666666666667,18.8
VM_MI_11_0187,8,"Oyster Landing Beach",33.524015,-79.061975,2011-11-01,07:05:00,36.4,13.300000000000002
VM_MI_11_0192,8,"Oyster Landing Beach",33.524015,-79.061975,2011-11-15,10:00:00,36.1,17.6
VM_MI_11_0202,8,"Oyster Landing Beach",33.524015,-79.061975,2011-11-29,09:50:00,35.8,17.166666666666668
VM_MI_12_0008,8,"Oyster Landing Beach",33.524015,-79.061975,2011-12-13,09:45:00,35.46666666666667,12.5
VM_MI_12_0016,8,"Oyster Landing Beach",33.524015,-79.061975,2012-01-10,10:00:00,35.333333333333336,13
VM_MI_12_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2012-01-24,10:00:00,35.26666666666667,12.9
VM_MI_12_0032,8,"Oyster Landing Beach",33.524015,-79.061975,2012-02-14,10:05:00,34.699999999999996,9.6
VM_MI_12_0040,8,"Oyster Landing Beach",33.524015,-79.061975,2012-02-28,09:50:00,34.43333333333334,14.300000000000002
VM_MI_12_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2012-03-13,09:00:00,34.96666666666667,16.5
VM_MI_12_0057,8,"Oyster Landing Beach",33.524015,-79.061975,2012-03-27,09:10:00,35.13333333333333,16.1
VM_MI_12_0065,8,"Oyster Landing Beach",33.524015,-79.061975,2012-04-10,09:00:00,35.7,17.633333333333333
VM_MI_12_0073,8,"Oyster Landing Beach",33.524015,-79.061975,2012-04-24,09:00:00,33.36666666666667,16.2
VM_MI_12_0081,8,"Oyster Landing Beach",33.524015,-79.061975,2012-05-08,09:00:00,34.9,22.8
VM_MI_12_0091,8,"Oyster Landing Beach",33.524015,-79.061975,2012-05-22,09:05:00,34.7,23.600000000000005
VM_MI_12_0099,8,"Oyster Landing Beach",33.524015,-79.061975,2012-06-12,09:25:00,33.46666666666667,25.7
VM_MI_12_0101,8,"Oyster Landing Beach",33.524015,-79.061975,2012-06-26,07:35:00,33.9,25.600000000000005
VM_MI_12_0115,8,"Oyster Landing Beach",33.524015,-79.061975,2012-07-10,08:58:00,35.733333333333334,28.899999999999995
VM_MI_12_0124,8,"Oyster Landing Beach",33.524015,-79.061975,2012-07-24,10:09:00,36,29.333333333333332
VM_MI_12_0131,8,"Oyster Landing Beach",33.524015,-79.061975,2012-08-14,09:10:00,35,28.8
VM_MI_12_0137,8,"Oyster Landing Beach",33.524015,-79.061975,2012-08-28,09:15:00,33.8,27.100000000000005
VM_MI_12_0148,8,"Oyster Landing Beach",33.524015,-79.061975,2012-09-11,09:00:00,35.2,24.5
VM_MI_12_0150,8,"Oyster Landing Beach",33.524015,-79.061975,2012-09-25,09:01:00,36.1,22.100000000000005
VM_MI_12_0165,8,"Oyster Landing Beach",33.524015,-79.061975,2012-10-09,09:10:00,34.9,18.5
VM_MI_12_0170,8,"Oyster Landing Beach",33.524015,-79.061975,2012-10-23,08:54:00,35.5,17.8
VM_MI_12_0181,8,"Oyster Landing Beach",33.524015,-79.061975,2012-11-13,09:05:00,35.7,16.7
VM_MI_12_0189,8,"Oyster Landing Beach",33.524015,-79.061975,2012-11-27,09:45:00,35.2,12.300000000000002
VM_MI_13_0006,8,"Oyster Landing Beach",33.524015,-79.061975,2012-12-11,09:45:00,35.4,15.5
VM_MI_13_0017,8,"Oyster Landing Beach",33.524015,-79.061975,2013-01-08,09:55:00,34.3,9.6
VM_MI_13_0022,8,"Oyster Landing Beach",33.524015,-79.061975,2013-01-22,10:10:00,34.233333333333334,9.733333333333333
VM_MI_13_0034,8,"Oyster Landing Beach",33.524015,-79.061975,2013-02-12,10:11:00,34.2,11.9
VM_MI_13_0042,8,"Oyster Landing Beach",33.524015,-79.061975,2013-02-27,09:55:00,33.9,10.833333333333334
VM_MI_13_0049,8,"Oyster Landing Beach",33.524015,-79.061975,2013-03-12,09:10:00,33.9,12.766666666666666
VM_MI_13_0056,8,"Oyster Landing Beach",33.524015,-79.061975,2013-03-26,09:11:00,32.4,10.166666666666666
VM_MI_13_0065,8,"Oyster Landing Beach",33.524015,-79.061975,2013-04-09,09:15:00,33.4,16.5
VM_MI_13_0074,8,"Oyster Landing Beach",33.524015,-79.061975,2013-04-23,09:00:00,33.6,15.4
VM_MI_13_0082,8,"Oyster Landing Beach",33.524015,-79.061975,2013-05-14,09:11:00,34.96666666666667,18.533333333333335
VM_MI_13_0087,8,"Oyster Landing Beach",33.524015,-79.061975,2013-05-28,09:00:00,35,23.600000000000005
VM_MI_13_0098,8,"Oyster Landing Beach",33.524015,-79.061975,2013-06-11,09:07:00,33.1,26.3
VM_MI_13_0106,8,"Oyster Landing Beach",33.524015,-79.061975,2013-06-25,09:16:00,34.4,27.5
VM_MI_13_0111,8,"Oyster Landing Beach",33.524015,-79.061975,2013-07-09,09:46:00,33.6,28.2
VM_MI_13_0122,8,"Oyster Landing Beach",33.524015,-79.061975,2013-07-23,09:10:00,34.06666666666666,26.166666666666668
VM_MI_13_0125,8,"Oyster Landing Beach",33.524015,-79.061975,2013-08-13,09:02:00,34.96666666666667,28.5
VM_MI_13_0136,8,"Oyster Landing Beach",33.524015,-79.061975,2013-08-27,09:13:00,34.3,25.366666666666664
VM_MI_13_0144,8,"Oyster Landing Beach",33.524015,-79.061975,2013-09-10,09:08:00,34,27.233333333333334
VM_MI_13_0154,8,"Oyster Landing Beach",33.524015,-79.061975,2013-09-24,09:14:00,34.1,23.166666666666668
VM_MI_13_0162,8,"Oyster Landing Beach",33.524015,-79.061975,2013-10-08,09:05:00,34.13333333333333,24.2
VM_MI_13_0168,8,"Oyster Landing Beach",33.524015,-79.061975,2013-10-22,09:05:00,34.300000000000004,21.1
VM_MI_13_0176,8,"Oyster Landing Beach",33.524015,-79.061975,2013-11-05,08:59:00,34.266666666666666,17.3
VM_MI_13_0186,8,"Oyster Landing Beach",33.524015,-79.061975,2013-11-19,09:28:00,34.4,15.466666666666667
VM_MI_13_0190,8,"Oyster Landing Beach",33.524015,-79.061975,2013-12-03,08:54:00,34.266666666666666,11.800000000000002
VM_MI_14_0008,8,"Oyster Landing Beach",33.524015,-79.061975,2013-12-17,10:00:00,34.5,11.6
VM_MI_14_0014,8,"Oyster Landing Beach",33.524015,-79.061975,2014-01-14,10:00:00,33.9,11.6
VM_MI_14_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2014-01-28,10:05:00,34.13333333333333,7.400000000000001
VM_MI_14_0030,8,"Oyster Landing Beach",33.524015,-79.061975,2014-02-11,09:58:00,34.2,8
VM_MI_14_0040,8,"Oyster Landing Beach",33.524015,-79.061975,2014-02-25,09:55:00,34.2,13.366666666666667
VM_MI_14_0046,8,"Oyster Landing Beach",33.524015,-79.061975,2014-03-11,08:56:00,33.1,12.700000000000001
VM_MI_14_0052,8,"Oyster Landing Beach",33.524015,-79.061975,2014-03-25,09:02:00,33.3,11.166666666666666
VM_MI_14_0062,8,"Oyster Landing Beach",33.524015,-79.061975,2014-04-08,09:13:00,33.4,17.3
VM_MI_14_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2014-04-22,09:00:00,32.6,17.5
VM_MI_14_0079,8,"Oyster Landing Beach",33.524015,-79.061975,2014-05-13,08:50:00,33.8,23.133333333333336
VM_MI_14_0086,8,"Oyster Landing Beach",33.524015,-79.061975,2014-05-27,08:55:00,35.833333333333336,24.2
VM_MI_14_0096,8,"Oyster Landing Beach",33.524015,-79.061975,2014-06-10,09:05:00,34.96666666666667,27.5
VM_MI_14_0104,8,"Oyster Landing Beach",33.524015,-79.061975,2014-06-24,09:05:00,35.5,27.266666666666666
VM_MI_14_0108,8,"Oyster Landing Beach",33.524015,-79.061975,2014-07-08,09:05:00,36,27.833333333333332
VM_MI_14_0120,8,"Oyster Landing Beach",33.524015,-79.061975,2014-07-22,09:05:00,34.4,27.513333333333332
VM_MI_14_0127,8,"Oyster Landing Beach",33.524015,-79.061975,2014-08-12,09:03:00,33.733333333333334,28.433333333333334
VM_MI_14_0136,8,"Oyster Landing Beach",33.524015,-79.061975,2014-08-26,09:15:00,34.3,26.8
VM_MI_14_0144,8,"Oyster Landing Beach",33.524015,-79.061975,2014-09-09,09:00:00,34.9,27.333333333333332
VM_MI_14_0152,8,"Oyster Landing Beach",33.524015,-79.061975,2014-09-23,09:05:00,34.2,24.666666666666668
VM_MI_14_0158,8,"Oyster Landing Beach",33.524015,-79.061975,2014-10-14,09:07:00,33.9,24.100000000000005
VM_MI_14_0168,8,"Oyster Landing Beach",33.524015,-79.061975,2014-10-28,09:10:00,34.5,20.9
VM_MI_14_0174,8,"Oyster Landing Beach",33.524015,-79.061975,2014-11-11,10:10:00,34.8,16.8
VM_MI_14_0182,8,"Oyster Landing Beach",33.524015,-79.061975,2014-11-25,10:16:00,33.9,14.699999999999998
VM_MI_15_0005,8,"Oyster Landing Beach",33.524015,-79.061975,2014-12-09,09:30:00,35.666666666666664,12
VM_MI_15_0016,8,"Oyster Landing Beach",33.524015,-79.061975,2015-01-13,10:00:00,35.666666666666664,11.199999999999998
VM_MI_15_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2015-01-27,10:10:00,32.8,9.2
VM_MI_15_0030,8,"Oyster Landing Beach",33.524015,-79.061975,2015-02-10,09:14:00,34.13333333333333,11.466666666666667
VM_MI_15_0040,8,"Oyster Landing Beach",33.524015,-79.061975,2015-02-25,10:10:00,33.46666666666667,5.7
VM_MI_15_0046,8,"Oyster Landing Beach",33.524015,-79.061975,2015-03-10,10:40:00,34,13.833333333333334
VM_MI_15_0052,8,"Oyster Landing Beach",33.524015,-79.061975,2015-03-24,09:15:00,33.13333333333333,12.300000000000002
VM_MI_15_0058,8,"Oyster Landing Beach",33.524015,-79.061975,2015-04-14,09:30:00,30.899999999999995,19.5
VM_MI_15_0066,8,"Oyster Landing Beach",33.524015,-79.061975,2015-04-28,08:57:00,33.63333333333333,18.066666666666666
VM_MI_15_0076,8,"Oyster Landing Beach",33.524015,-79.061975,2015-05-12,09:00:00,31.366666666666664,24.03333333333333
VM_MI_15_0082,8,"Oyster Landing Beach",33.524015,-79.061975,2015-05-26,09:18:00,34.3,26.03333333333333
VM_MI_15_0092,8,"Oyster Landing Beach",33.524015,-79.061975,2015-06-09,08:54:00,33.3,26.3
VM_MI_15_0102,8,"Oyster Landing Beach",33.524015,-79.061975,2015-06-23,08:48:00,34.93333333333334,28.433333333333334
VM_MI_15_0111,8,"Oyster Landing Beach",33.524015,-79.061975,2015-07-14,09:00:00,35.56333333333333,27.566666666666666
VM_MI_15_0119,8,"Oyster Landing Beach",33.524015,-79.061975,2015-07-28,09:00:00,36.07666666666667,29.933333333333334
VM_MI_15_0125,8,"Oyster Landing Beach",33.524015,-79.061975,2015-08-11,08:55:00,36.156666666666666,28.3
VM_MI_15_0135,8,"Oyster Landing Beach",33.524015,-79.061975,2015-08-25,09:03:00,35.53,29.599999999999998
VM_MI_15_0143,8,"Oyster Landing Beach",33.524015,-79.061975,2015-09-08,09:05:00,34.593333333333334,27.46666666666667
VM_MI_15_0153,8,"Oyster Landing Beach",33.524015,-79.061975,2015-09-22,09:10:00,35.21666666666667,25.399999999999995
VM_MI_15_0155,8,"Oyster Landing Beach",33.524015,-79.061975,2015-10-13,09:20:00,32.82666666666666,22.166666666666668
VM_MI_15_0167,8,"Oyster Landing Beach",33.524015,-79.061975,2015-10-27,09:14:00,32.94,19.2
VM_MI_15_0178,8,"Oyster Landing Beach",33.524015,-79.061975,2015-11-03,09:00:00,28.89,21.53333333333333
VM_MI_15_0180,8,"Oyster Landing Beach",33.524015,-79.061975,2015-11-17,09:18:00,32.45,16.799999999999997
VM_MI_15_0191,8,"Oyster Landing Beach",33.524015,-79.061975,2015-12-08,09:08:00,30.786666666666665,13.6
VM_MI_16_0004,8,"Oyster Landing Beach",33.524015,-79.061975,2016-01-12,09:04:00,33.84,10.2
VM_MI_16_0018,8,"Oyster Landing Beach",33.524015,-79.061975,2016-01-26,09:00:00,33.156666666666666,9.366666666666665
VM_MI_16_0022,8,"Oyster Landing Beach",33.524015,-79.061975,2016-02-09,09:15:00,31.596666666666664,8.366666666666667
VM_MI_16_0034,8,"Oyster Landing Beach",33.524015,-79.061975,2016-02-23,08:40:00,31.05666666666667,11.933333333333332
VM_MI_16_0042,8,"Oyster Landing Beach",33.524015,-79.061975,2016-03-08,09:14:00,31.55,13.9
VM_MI_16_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2016-03-22,09:11:00,33.27666666666667,14.300000000000002
VM_MI_16_0054,8,"Oyster Landing Beach",33.524015,-79.061975,2016-04-12,09:04:00,33.68333333333333,18.2
VM_MI_16_0066,8,"Oyster Landing Beach",33.524015,-79.061975,2016-04-26,09:00:00,33.20666666666667,21.399999999999995
VM_MI_16_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2016-05-10,09:00:00,33.38,22.733333333333334
VM_MI_16_0078,8,"Oyster Landing Beach",33.524015,-79.061975,2016-05-24,09:34:00,33.943333333333335,22.8
VM_MI_16_0088,8,"Oyster Landing Beach",33.524015,-79.061975,2016-06-14,09:05:00,34.083333333333336,27.3
VM_MI_16_0092,8,"Oyster Landing Beach",33.524015,-79.061975,2016-06-28,09:05:00,34,29.5
VM_MI_16_0105,8,"Oyster Landing Beach",33.524015,-79.061975,2016-07-12,08:45:00,33.87,29.600000000000005
VM_MI_16_0115,8,"Oyster Landing Beach",33.524015,-79.061975,2016-07-26,08:52:00,35.43333333333333,28.3
VM_MI_16_0121,8,"Oyster Landing Beach",33.524015,-79.061975,2016-08-09,09:07:00,35.56,29.600000000000005
VM_MI_16_0129,8,"Oyster Landing Beach",33.524015,-79.061975,2016-08-23,09:07:00,36.31333333333333,28.5
VM_MI_16_0137,8,"Oyster Landing Beach",33.524015,-79.061975,2016-09-13,09:08:00,33.98,27.3
VM_MI_16_0140,8,"Oyster Landing Beach",33.524015,-79.061975,2016-09-27,09:54:00,31.66,26.7
VM_MI_16_0151,8,"Oyster Landing Beach",33.524015,-79.061975,2016-10-25,08:56:00,32.63,19.4
VM_MI_16_0161,8,"Oyster Landing Beach",33.524015,-79.061975,2016-11-01,09:02:00,32.68333333333333,20.966666666666665
VM_MI_16_0171,8,"Oyster Landing Beach",33.524015,-79.061975,2016-11-15,09:05:00,33.22,15.5
VM_MI_16_0173,8,"Oyster Landing Beach",33.524015,-79.061975,2016-12-06,09:38:00,31.463333333333335,14.533333333333333
VM_MI_17_0006,8,"Oyster Landing Beach",33.524015,-79.061975,2017-01-10,09:08:00,,7.900000000000001
VM_MI_17_0016,8,"Oyster Landing Beach",33.524015,-79.061975,2017-01-24,09:00:00,33.4,12.699999999999998
VM_MI_17_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2017-02-14,09:05:00,33.82333333333333,13.199999999999998
VM_MI_17_0032,8,"Oyster Landing Beach",33.524015,-79.061975,2017-02-28,09:07:00,33.87,16.433333333333334
VM_MI_17_0038,8,"Oyster Landing Beach",33.524015,-79.061975,2017-03-14,08:55:00,33.96333333333333,13.1
VM_MI_17_0048,8,"Oyster Landing Beach",33.524015,-79.061975,2017-03-28,09:10:00,34.4,18.333333333333332
VM_MI_17_0052,8,"Oyster Landing Beach",33.524015,-79.061975,2017-04-11,08:58:00,33.53666666666666,19.2
VM_MI_17_0058,8,"Oyster Landing Beach",33.524015,-79.061975,2017-04-25,09:00:00,34.3,20.9
VM_MI_17_0072,8,"Oyster Landing Beach",33.524015,-79.061975,2017-05-09,09:15:00,34.96333333333333,22.233333333333334
VM_MI_17_0076,8,"Oyster Landing Beach",33.524015,-79.061975,2017-05-23,08:55:00,34.42,24.833333333333332
VM_MI_17_0084,8,"Oyster Landing Beach",33.524015,-79.061975,2017-06-13,09:02:00,34.79666666666666,25.7
VM_MI_17_0090,8,"Oyster Landing Beach",33.524015,-79.061975,2017-06-27,09:01:00,34.79666666666667,26.5
VM_MI_17_0100,8,"Oyster Landing Beach",33.524015,-79.061975,2017-07-11,09:05:00,35.78333333333333,28.03333333333333
VM_MI_17_0106,8,"Oyster Landing Beach",33.524015,-79.061975,2017-07-25,08:59:00,35.98,27.666666666666668
VM_MI_17_0119,8,"Oyster Landing Beach",33.524015,-79.061975,2017-08-08,09:08:00,36.916666666666664,28
VM_MI_17_0125,8,"Oyster Landing Beach",33.524015,-79.061975,2017-08-22,08:56:00,36.14000000000001,29.166666666666668
VM_MI_17_0137,8,"Oyster Landing Beach",33.524015,-79.061975,2017-09-14,08:48:00,33.57333333333333,25.5
VM_MI_17_0143,8,"Oyster Landing Beach",33.524015,-79.061975,2017-09-26,09:01:00,35.65,25
VM_MI_17_0153,8,"Oyster Landing Beach",33.524015,-79.061975,2017-10-10,08:57:00,33.1,25.600000000000005
VM_MI_17_0159,8,"Oyster Landing Beach",33.524015,-79.061975,2017-10-24,09:07:00,33.67333333333333,22.2
VM_MI_17_0169,8,"Oyster Landing Beach",33.524015,-79.061975,2017-10-31,09:13:00,34.95666666666667,16.5
VM_MI_17_0173,8,"Oyster Landing Beach",33.524015,-79.061975,2017-11-14,08:53:00,35.07666666666667,15.1
VM_MI_17_0185,8,"Oyster Landing Beach",33.524015,-79.061975,2017-12-05,09:03:00,35.193333333333335,15.699999999999998
VM_MI_18_0002,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-09,08:59:00,35.02333333333334,6.233333333333334
VM_MI_18_0012,8,"Oyster Landing Beach",33.524015,-79.061975,2018-01-23,08:55:00,32.01333333333333,12.5
VM_MI_18_0024,8,"Oyster Landing Beach",33.524015,-79.061975,2018-02-13,09:03:00,34.123333333333335,10.566666666666666
