,Date Time,Site,variable,mean
13235,7/16/23 11:00,FENC,Salinity,20.97137667
13257,7/16/23 12:00,FENC,Salinity,19.99050167
13279,7/16/23 13:00,FENC,Salinity,17.165515
13301,7/16/23 14:00,FENC,Salinity,12.070345
13323,7/16/23 15:00,FENC,Salinity,5.943317
13345,7/16/23 16:00,FENC,Salinity,2.9125365
13367,7/16/23 17:00,FENC,Salinity,1.938814833
13389,7/16/23 18:00,FENC,Salinity,1.720439833
13411,7/16/23 19:00,FENC,Salinity,14.3141705
13433,7/16/23 20:00,FENC,Salinity,21.01584667
13455,7/16/23 21:00,FENC,Salinity,21.82431167
13477,7/16/23 22:00,FENC,Salinity,22.97102667
13499,7/16/23 23:00,FENC,Salinity,22.68525833
13521,7/17/23 0:00,FENC,Salinity,22.74854333
13543,7/17/23 1:00,FENC,Salinity,21.43592833
13565,7/17/23 2:00,FENC,Salinity,15.50815333
13587,7/17/23 3:00,FENC,Salinity,7.476545
13609,7/17/23 4:00,FENC,Salinity,3.842021667
13631,7/17/23 5:00,FENC,Salinity,2.343406167
13653,7/17/23 6:00,FENC,Salinity,1.734139
13675,7/17/23 7:00,FENC,Salinity,1.4654045
13697,7/17/23 8:00,FENC,Salinity,17.00591217
13719,7/17/23 9:00,FENC,Salinity,22.23089667
13741,7/17/23 10:00,FENC,Salinity,23.124845
13763,7/17/23 11:00,FENC,Salinity,24.70826
13785,7/17/23 12:00,FENC,Salinity,25.04000833
13807,7/17/23 13:00,FENC,Salinity,23.85046167
13829,7/17/23 14:00,FENC,Salinity,18.36498167
13851,7/17/23 15:00,FENC,Salinity,10.771218
13873,7/17/23 16:00,FENC,Salinity,5.6616415
13895,7/17/23 17:00,FENC,Salinity,3.630273167
13917,7/17/23 18:00,FENC,Salinity,2.667956167
13939,7/17/23 19:00,FENC,Salinity,2.4763525
13961,7/17/23 20:00,FENC,Salinity,18.50013833
13983,7/17/23 21:00,FENC,Salinity,19.89980667
14005,7/17/23 22:00,FENC,Salinity,20.78699
14027,7/17/23 23:00,FENC,Salinity,24.02622667
14049,7/18/23 0:00,FENC,Salinity,24.560765
14071,7/18/23 1:00,FENC,Salinity,23.101845
14093,7/18/23 2:00,FENC,Salinity,19.34494833
14115,7/18/23 3:00,FENC,Salinity,12.969587
14137,7/18/23 4:00,FENC,Salinity,6.998850667
14159,7/18/23 5:00,FENC,Salinity,4.472775833
14181,7/18/23 6:00,FENC,Salinity,3.123305833
14203,7/18/23 7:00,FENC,Salinity,2.515612667
14225,7/18/23 8:00,FENC,Salinity,4.803922167
14247,7/18/23 9:00,FENC,Salinity,21.35909667
14269,7/18/23 10:00,FENC,Salinity,23.181735
14291,7/18/23 11:00,FENC,Salinity,24.31452
14313,7/18/23 12:00,FENC,Salinity,25.001675
14335,7/18/23 13:00,FENC,Salinity,24.83069
14357,7/18/23 14:00,FENC,Salinity,23.79302167
14379,7/18/23 15:00,FENC,Salinity,17.967405
14401,7/18/23 16:00,FENC,Salinity,9.992322167
14423,7/18/23 17:00,FENC,Salinity,4.5641055
14445,7/18/23 18:00,FENC,Salinity,2.8278765
14467,7/18/23 19:00,FENC,Salinity,2.005005833
14489,7/18/23 20:00,FENC,Salinity,6.4591515
14511,7/18/23 21:00,FENC,Salinity,20.00331667
14533,7/18/23 22:00,FENC,Salinity,23.28442333
14555,7/18/23 23:00,FENC,Salinity,24.54463167
14577,7/19/23 0:00,FENC,Salinity,25.25031167
14599,7/19/23 1:00,FENC,Salinity,25.233275
14621,7/19/23 2:00,FENC,Salinity,24.253435
14643,7/19/23 3:00,FENC,Salinity,19.42617667
14665,7/19/23 4:00,FENC,Salinity,11.5705695
14687,7/19/23 5:00,FENC,Salinity,6.417350667
14709,7/19/23 6:00,FENC,Salinity,4.359375
14731,7/19/23 7:00,FENC,Salinity,3.138891667
14753,7/19/23 8:00,FENC,Salinity,2.4209575
14775,7/19/23 9:00,FENC,Salinity,10.476774
14797,7/19/23 10:00,FENC,Salinity,22.86617833
14819,7/19/23 11:00,FENC,Salinity,24.01489
14841,7/19/23 12:00,FENC,Salinity,24.75062167
14863,7/19/23 13:00,FENC,Salinity,24.97512667
14885,7/19/23 14:00,FENC,Salinity,24.68242833
14907,7/19/23 15:00,FENC,Salinity,22.07316167
14929,7/19/23 16:00,FENC,Salinity,15.03093833
14951,7/19/23 17:00,FENC,Salinity,9.701107167
14973,7/19/23 18:00,FENC,Salinity,7.486792333
14995,7/19/23 19:00,FENC,Salinity,6.191155333
15017,7/19/23 20:00,FENC,Salinity,5.053962667
15039,7/19/23 21:00,FENC,Salinity,16.10322867
15061,7/19/23 22:00,FENC,Salinity,23.93725
15083,7/19/23 23:00,FENC,Salinity,24.29229833
15105,7/20/23 0:00,FENC,Salinity,25.07793333
15127,7/20/23 1:00,FENC,Salinity,25.62630333
15149,7/20/23 2:00,FENC,Salinity,25.23459
15171,7/20/23 3:00,FENC,Salinity,24.00338833
15193,7/20/23 4:00,FENC,Salinity,19.23108167
15215,7/20/23 5:00,FENC,Salinity,13.46661
15237,7/20/23 6:00,FENC,Salinity,10.49806333
15259,7/20/23 7:00,FENC,Salinity,9.009367667
15281,7/20/23 8:00,FENC,Salinity,7.7801315
15303,7/20/23 9:00,FENC,Salinity,7.512819833
15325,7/20/23 10:00,FENC,Salinity,25.286095
15347,7/20/23 11:00,FENC,Salinity,24.784755
15369,7/20/23 12:00,FENC,Salinity,24.584005
15391,7/20/23 13:00,FENC,Salinity,24.692285
15413,7/20/23 14:00,FENC,Salinity,24.67501333
15435,7/20/23 15:00,FENC,Salinity,24.76732833
15457,7/20/23 16:00,FENC,Salinity,23.62658167
15479,7/20/23 17:00,FENC,Salinity,18.45373333
15501,7/20/23 18:00,FENC,Salinity,14.04186333
15523,7/20/23 19:00,FENC,Salinity,12.33166
15545,7/20/23 20:00,FENC,Salinity,10.714995
15567,7/20/23 21:00,FENC,Salinity,11.708333
15589,7/20/23 22:00,FENC,Salinity,21.52142667
15611,7/20/23 23:00,FENC,Salinity,22.448425
15633,7/21/23 0:00,FENC,Salinity,23.38915667
15655,7/21/23 1:00,FENC,Salinity,24.18209667
15677,7/21/23 2:00,FENC,Salinity,24.437125
15699,7/21/23 3:00,FENC,Salinity,23.73141833
15721,7/21/23 4:00,FENC,Salinity,22.478045
15743,7/21/23 5:00,FENC,Salinity,18.67382667
15765,7/21/23 6:00,FENC,Salinity,14.28093667
15787,7/21/23 7:00,FENC,Salinity,12.51319667
15809,7/21/23 8:00,FENC,Salinity,11.57888
15831,7/21/23 9:00,FENC,Salinity,10.69405833
15853,7/21/23 10:00,FENC,Salinity,16.7426705
15875,7/21/23 11:00,FENC,Salinity,21.67761167
15897,7/21/23 12:00,FENC,Salinity,22.06133667
15919,7/21/23 13:00,FENC,Salinity,23.06446667
15941,7/21/23 14:00,FENC,Salinity,23.43632667
15963,7/21/23 15:00,FENC,Salinity,23.38745167
15985,7/21/23 16:00,FENC,Salinity,22.88046167
16007,7/21/23 17:00,FENC,Salinity,20.086345
16029,7/21/23 18:00,FENC,Salinity,14.699575
16051,7/21/23 19:00,FENC,Salinity,11.60674167
16073,7/21/23 20:00,FENC,Salinity,9.873467333
16095,7/21/23 21:00,FENC,Salinity,7.5791055
16117,7/21/23 22:00,FENC,Salinity,13.064298
16139,7/21/23 23:00,FENC,Salinity,21.817615
16161,7/22/23 0:00,FENC,Salinity,22.78655333
16183,7/22/23 1:00,FENC,Salinity,24.04474667
16205,7/22/23 2:00,FENC,Salinity,24.5817
16227,7/22/23 3:00,FENC,Salinity,24.38196667
16249,7/22/23 4:00,FENC,Salinity,23.25187333
16271,7/22/23 5:00,FENC,Salinity,18.80574667
16293,7/22/23 6:00,FENC,Salinity,12.37038867
16315,7/22/23 7:00,FENC,Salinity,7.887616
16337,7/22/23 8:00,FENC,Salinity,5.800026667
16359,7/22/23 9:00,FENC,Salinity,4.718895667
16381,7/22/23 10:00,FENC,Salinity,4.5707355
16403,7/22/23 11:00,FENC,Salinity,25.26783333
16425,7/22/23 12:00,FENC,Salinity,26.09192333
16447,7/22/23 13:00,FENC,Salinity,26.32785667
16469,7/22/23 14:00,FENC,Salinity,26.32144167
16491,7/22/23 15:00,FENC,Salinity,26.32631333
16513,7/22/23 16:00,FENC,Salinity,26.35335667
16535,7/22/23 17:00,FENC,Salinity,25.55136167
16557,7/22/23 18:00,FENC,Salinity,21.34379833
16579,7/22/23 19:00,FENC,Salinity,15.891195
16601,7/22/23 20:00,FENC,Salinity,13.381075
16623,7/22/23 21:00,FENC,Salinity,12.1803
16645,7/22/23 22:00,FENC,Salinity,10.72553917
16667,7/22/23 23:00,FENC,Salinity,24.49856
16689,7/23/23 0:00,FENC,Salinity,26.54011333
16711,7/23/23 1:00,FENC,Salinity,26.654675
16733,7/23/23 2:00,FENC,Salinity,26.689375
16755,7/23/23 3:00,FENC,Salinity,26.55456333
16777,7/23/23 4:00,FENC,Salinity,26.62477
16799,7/23/23 5:00,FENC,Salinity,25.611865
16821,7/23/23 6:00,FENC,Salinity,20.915135
16843,7/23/23 7:00,FENC,Salinity,15.01162
16865,7/23/23 8:00,FENC,Salinity,12.56946667
16887,7/23/23 9:00,FENC,Salinity,11.06617833
16909,7/23/23 10:00,FENC,Salinity,10.81490833
16931,7/23/23 11:00,FENC,Salinity,16.79079233
16953,7/23/23 12:00,FENC,Salinity,26.66363167
16975,7/23/23 13:00,FENC,Salinity,26.74372167
16997,7/23/23 14:00,FENC,Salinity,26.66947833
17019,7/23/23 15:00,FENC,Salinity,26.54630833
17041,7/23/23 16:00,FENC,Salinity,26.57114833
17063,7/23/23 17:00,FENC,Salinity,26.763605
17085,7/23/23 18:00,FENC,Salinity,25.98282333
17107,7/23/23 19:00,FENC,Salinity,21.47283667
17129,7/23/23 20:00,FENC,Salinity,17.26228
17151,7/23/23 21:00,FENC,Salinity,15.531065
17173,7/23/23 22:00,FENC,Salinity,14.49973167
17195,7/23/23 23:00,FENC,Salinity,13.39364167
17217,7/24/23 0:00,FENC,Salinity,24.94330667
17239,7/24/23 1:00,FENC,Salinity,25.99131167
17261,7/24/23 2:00,FENC,Salinity,25.927075
17283,7/24/23 3:00,FENC,Salinity,25.740675
17305,7/24/23 4:00,FENC,Salinity,25.73703833
17327,7/24/23 5:00,FENC,Salinity,25.75596
17349,7/24/23 6:00,FENC,Salinity,24.42654833
17371,7/24/23 7:00,FENC,Salinity,18.79605667
17393,7/24/23 8:00,FENC,Salinity,15.14234
17415,7/24/23 9:00,FENC,Salinity,13.89491333
17437,7/24/23 10:00,FENC,Salinity,13.50417667
17459,7/24/23 11:00,FENC,Salinity,13.59785667
17481,7/24/23 12:00,FENC,Salinity,20.69512167
17503,7/24/23 13:00,FENC,Salinity,26.024915
17525,7/24/23 14:00,FENC,Salinity,26.22280333
17547,7/24/23 15:00,FENC,Salinity,26.14541833
17569,7/24/23 16:00,FENC,Salinity,26.16752167
17591,7/24/23 17:00,FENC,Salinity,26.194115
17613,7/24/23 18:00,FENC,Salinity,26.29288
17635,7/24/23 19:00,FENC,Salinity,25.11573667
17657,7/24/23 20:00,FENC,Salinity,20.95780167
17679,7/24/23 21:00,FENC,Salinity,18.03984167
17701,7/24/23 22:00,FENC,Salinity,16.80774833
17723,7/24/23 23:00,FENC,Salinity,15.88143
17745,7/25/23 0:00,FENC,Salinity,15.26328333
17767,7/25/23 1:00,FENC,Salinity,24.8496
17789,7/25/23 2:00,FENC,Salinity,24.59871333
17811,7/25/23 3:00,FENC,Salinity,23.84216167
17833,7/25/23 4:00,FENC,Salinity,23.84361833
17855,7/25/23 5:00,FENC,Salinity,23.87296833
17877,7/25/23 6:00,FENC,Salinity,23.895475
17899,7/25/23 7:00,FENC,Salinity,22.40640667
17921,7/25/23 8:00,FENC,Salinity,17.80058167
17943,7/25/23 9:00,FENC,Salinity,15.52428333
17965,7/25/23 10:00,FENC,Salinity,14.84722667
17987,7/25/23 11:00,FENC,Salinity,14.58836667
18009,7/25/23 12:00,FENC,Salinity,14.17969167
18031,7/25/23 13:00,FENC,Salinity,21.98332
18053,7/25/23 14:00,FENC,Salinity,22.64775333
18075,7/25/23 15:00,FENC,Salinity,23.27906333
18097,7/25/23 16:00,FENC,Salinity,23.61689833
18119,7/25/23 17:00,FENC,Salinity,23.71083
18141,7/25/23 18:00,FENC,Salinity,23.75981833
18163,7/25/23 19:00,FENC,Salinity,23.34428667
18185,7/25/23 20:00,FENC,Salinity,21.56970333
18207,7/25/23 21:00,FENC,Salinity,18.34495667
18229,7/25/23 22:00,FENC,Salinity,16.84762833
18251,7/25/23 23:00,FENC,Salinity,16.15315167
18273,7/26/23 0:00,FENC,Salinity,15.70012
18295,7/26/23 1:00,FENC,Salinity,15.872845
18317,7/26/23 2:00,FENC,Salinity,24.89585833
18339,7/26/23 3:00,FENC,Salinity,25.52710333
18361,7/26/23 4:00,FENC,Salinity,25.60030167
18383,7/26/23 5:00,FENC,Salinity,25.58998
18405,7/26/23 6:00,FENC,Salinity,25.58456667
18427,7/26/23 7:00,FENC,Salinity,25.379425
18449,7/26/23 8:00,FENC,Salinity,22.91675667
18471,7/26/23 9:00,FENC,Salinity,18.25047167
18493,7/26/23 10:00,FENC,Salinity,16.668575
18515,7/26/23 11:00,FENC,Salinity,16.05012333
18537,7/26/23 12:00,FENC,Salinity,16.07684
18559,7/26/23 13:00,FENC,Salinity,16.702125
18581,7/26/23 14:00,FENC,Salinity,24.694145
18603,7/26/23 15:00,FENC,Salinity,23.36181
18625,7/26/23 16:00,FENC,Salinity,24.28519167
18647,7/26/23 17:00,FENC,Salinity,25.49528
18669,7/26/23 18:00,FENC,Salinity,25.84903
18691,7/26/23 19:00,FENC,Salinity,25.17360333
18713,7/26/23 20:00,FENC,Salinity,24.217215
18735,7/26/23 21:00,FENC,Salinity,23.35786667
18757,7/26/23 22:00,FENC,Salinity,20.77958833
18779,7/26/23 23:00,FENC,Salinity,19.07567333
18801,7/27/23 0:00,FENC,Salinity,18.41258667
18823,7/27/23 1:00,FENC,Salinity,17.93223333
18845,7/27/23 2:00,FENC,Salinity,17.61158667
18867,7/27/23 3:00,FENC,Salinity,24.278375
18889,7/27/23 4:00,FENC,Salinity,24.67647
18911,7/27/23 5:00,FENC,Salinity,24.66314
18933,7/27/23 6:00,FENC,Salinity,24.63820833
18955,7/27/23 7:00,FENC,Salinity,24.63661333
18977,7/27/23 8:00,FENC,Salinity,24.64030667
18999,7/27/23 9:00,FENC,Salinity,22.73672
19021,7/27/23 10:00,FENC,Salinity,19.03361833
19043,7/27/23 11:00,FENC,Salinity,17.55295
19065,7/27/23 12:00,FENC,Salinity,17.03858333
19087,7/27/23 13:00,FENC,Salinity,16.95724833
19109,7/27/23 14:00,FENC,Salinity,20.64127167
19131,7/27/23 15:00,FENC,Salinity,25.098045
19153,7/27/23 16:00,FENC,Salinity,25.24717167
19175,7/27/23 17:00,FENC,Salinity,25.30746833
19197,7/27/23 18:00,FENC,Salinity,25.36004667
19219,7/27/23 19:00,FENC,Salinity,25.36195
19241,7/27/23 20:00,FENC,Salinity,25.385655
19263,7/27/23 21:00,FENC,Salinity,25.221065
19285,7/27/23 22:00,FENC,Salinity,23.27203333
19307,7/27/23 23:00,FENC,Salinity,20.60399
19329,7/28/23 0:00,FENC,Salinity,19.42948333
19351,7/28/23 1:00,FENC,Salinity,18.86853667
19373,7/28/23 2:00,FENC,Salinity,18.52751833
19395,7/28/23 3:00,FENC,Salinity,18.344035
19417,7/28/23 4:00,FENC,Salinity,23.38185333
19439,7/28/23 5:00,FENC,Salinity,26.13196167
19461,7/28/23 6:00,FENC,Salinity,26.29285333
19483,7/28/23 7:00,FENC,Salinity,26.242105
19505,7/28/23 8:00,FENC,Salinity,26.24656167
19527,7/28/23 9:00,FENC,Salinity,26.17866333
19549,7/28/23 10:00,FENC,Salinity,23.52469833
19571,7/28/23 11:00,FENC,Salinity,19.72226
19593,7/28/23 12:00,FENC,Salinity,18.55989
19615,7/28/23 13:00,FENC,Salinity,17.97982167
19637,7/28/23 14:00,FENC,Salinity,17.978635
19659,7/28/23 15:00,FENC,Salinity,19.48501333
19681,7/28/23 16:00,FENC,Salinity,25.45803333
19703,7/28/23 17:00,FENC,Salinity,25.323275
19725,7/28/23 18:00,FENC,Salinity,25.33831
19747,7/28/23 19:00,FENC,Salinity,25.68147
19769,7/28/23 20:00,FENC,Salinity,25.82159333
19791,7/28/23 21:00,FENC,Salinity,25.66024167
19813,7/28/23 22:00,FENC,Salinity,25.487055
19835,7/28/23 23:00,FENC,Salinity,24.21561833
19857,7/29/23 0:00,FENC,Salinity,21.45653333
19879,7/29/23 1:00,FENC,Salinity,20.39036833
19901,7/29/23 2:00,FENC,Salinity,19.95993667
19923,7/29/23 3:00,FENC,Salinity,19.710065
19945,7/29/23 4:00,FENC,Salinity,19.70944833
19967,7/29/23 5:00,FENC,Salinity,25.95956667
19989,7/29/23 6:00,FENC,Salinity,26.10867167
20011,7/29/23 7:00,FENC,Salinity,26.14188667
20033,7/29/23 8:00,FENC,Salinity,26.19591
20055,7/29/23 9:00,FENC,Salinity,26.15680333
20077,7/29/23 10:00,FENC,Salinity,26.11025833
20099,7/29/23 11:00,FENC,Salinity,25.31469667
20121,7/29/23 12:00,FENC,Salinity,22.08192
20143,7/29/23 13:00,FENC,Salinity,20.02652167
20165,7/29/23 14:00,FENC,Salinity,19.32722167
20187,7/29/23 15:00,FENC,Salinity,18.87196333
20209,7/29/23 16:00,FENC,Salinity,22.16037333
20231,7/29/23 17:00,FENC,Salinity,25.49991167
20253,7/29/23 18:00,FENC,Salinity,25.68485167
20275,7/29/23 19:00,FENC,Salinity,25.829245
20297,7/29/23 20:00,FENC,Salinity,26.10350167
20319,7/29/23 21:00,FENC,Salinity,26.14138333
20341,7/29/23 22:00,FENC,Salinity,26.01915
20363,7/29/23 23:00,FENC,Salinity,25.69381333
20385,7/30/23 0:00,FENC,Salinity,23.8638
20407,7/30/23 1:00,FENC,Salinity,22.01409333
20429,7/30/23 2:00,FENC,Salinity,21.51160833
20451,7/30/23 3:00,FENC,Salinity,21.154815
20473,7/30/23 4:00,FENC,Salinity,20.8359
20495,7/30/23 5:00,FENC,Salinity,20.48482
20517,7/30/23 6:00,FENC,Salinity,24.975075
20539,7/30/23 7:00,FENC,Salinity,27.16369333
20561,7/30/23 8:00,FENC,Salinity,27.25625667
20583,7/30/23 9:00,FENC,Salinity,27.32646333
20605,7/30/23 10:00,FENC,Salinity,27.33769167
20627,7/30/23 11:00,FENC,Salinity,27.27515333
20649,7/30/23 12:00,FENC,Salinity,26.80927833
20671,7/30/23 13:00,FENC,Salinity,24.382265
20693,7/30/23 14:00,FENC,Salinity,21.97360667
20715,7/30/23 15:00,FENC,Salinity,21.29846667
20737,7/30/23 16:00,FENC,Salinity,21.06885333
20759,7/30/23 17:00,FENC,Salinity,23.57504333
20781,7/30/23 18:00,FENC,Salinity,28.14769167
20803,7/30/23 19:00,FENC,Salinity,28.200795
20825,7/30/23 20:00,FENC,Salinity,28.215015
20847,7/30/23 21:00,FENC,Salinity,28.22237
20869,7/30/23 22:00,FENC,Salinity,28.16093667
20891,7/30/23 23:00,FENC,Salinity,28.20073833
20913,7/31/23 0:00,FENC,Salinity,28.21533
20935,7/31/23 1:00,FENC,Salinity,26.97734333
20957,7/31/23 2:00,FENC,Salinity,24.98409833
20979,7/31/23 3:00,FENC,Salinity,24.35337667
21001,7/31/23 4:00,FENC,Salinity,23.94056333
21023,7/31/23 5:00,FENC,Salinity,23.45033
21045,7/31/23 6:00,FENC,Salinity,23.797595
21067,7/31/23 7:00,FENC,Salinity,28.051095
21089,7/31/23 8:00,FENC,Salinity,28.15292833
21111,7/31/23 9:00,FENC,Salinity,28.17102833
21133,7/31/23 10:00,FENC,Salinity,28.17725167
21155,7/31/23 11:00,FENC,Salinity,28.18680833
21177,7/31/23 12:00,FENC,Salinity,28.27472
21199,7/31/23 13:00,FENC,Salinity,27.77221667
21221,7/31/23 14:00,FENC,Salinity,25.081905
21243,7/31/23 15:00,FENC,Salinity,23.33299167
21265,7/31/23 16:00,FENC,Salinity,22.63704833
21287,7/31/23 17:00,FENC,Salinity,22.43868333
21309,7/31/23 18:00,FENC,Salinity,23.88645667
21331,7/31/23 19:00,FENC,Salinity,28.07953667
21353,7/31/23 20:00,FENC,Salinity,28.13695
21375,7/31/23 21:00,FENC,Salinity,28.17027167
21397,7/31/23 22:00,FENC,Salinity,28.20342333
21419,7/31/23 23:00,FENC,Salinity,28.14157333
21441,8/1/23 0:00,FENC,Salinity,28.17236167
21463,8/1/23 1:00,FENC,Salinity,28.12685167
21485,8/1/23 2:00,FENC,Salinity,26.79479167
21507,8/1/23 3:00,FENC,Salinity,25.20618167
21529,8/1/23 4:00,FENC,Salinity,24.75898833
21551,8/1/23 5:00,FENC,Salinity,24.41810833
21573,8/1/23 6:00,FENC,Salinity,24.02422167
21595,8/1/23 7:00,FENC,Salinity,23.828285
21617,8/1/23 8:00,FENC,Salinity,28.03709167
21639,8/1/23 9:00,FENC,Salinity,28.265645
21661,8/1/23 10:00,FENC,Salinity,28.17184333
21683,8/1/23 11:00,FENC,Salinity,28.32560833
21705,8/1/23 12:00,FENC,Salinity,28.37668333
21727,8/1/23 13:00,FENC,Salinity,28.46277167
21749,8/1/23 14:00,FENC,Salinity,27.67144833
21771,8/1/23 15:00,FENC,Salinity,25.07688
21793,8/1/23 16:00,FENC,Salinity,23.64546167
21815,8/1/23 17:00,FENC,Salinity,23.01962
21837,8/1/23 18:00,FENC,Salinity,22.91391667
21859,8/1/23 19:00,FENC,Salinity,23.78225
21881,8/1/23 20:00,FENC,Salinity,28.47325667
21903,8/1/23 21:00,FENC,Salinity,28.53064667
21925,8/1/23 22:00,FENC,Salinity,28.53305167
21947,8/1/23 23:00,FENC,Salinity,28.49371
21969,8/2/23 0:00,FENC,Salinity,28.489205
21991,8/2/23 1:00,FENC,Salinity,28.51873
22013,8/2/23 2:00,FENC,Salinity,28.39542167
22035,8/2/23 3:00,FENC,Salinity,26.96053833
22057,8/2/23 4:00,FENC,Salinity,25.62646333
22079,8/2/23 5:00,FENC,Salinity,25.29449
22101,8/2/23 6:00,FENC,Salinity,24.95868
22123,8/2/23 7:00,FENC,Salinity,24.68687667
22145,8/2/23 8:00,FENC,Salinity,25.24828167
22167,8/2/23 9:00,FENC,Salinity,28.4332
22189,8/2/23 10:00,FENC,Salinity,28.51167833
22211,8/2/23 11:00,FENC,Salinity,28.50868
22233,8/2/23 12:00,FENC,Salinity,28.53008833
22255,8/2/23 13:00,FENC,Salinity,28.596935
22277,8/2/23 14:00,FENC,Salinity,28.69793
22299,8/2/23 15:00,FENC,Salinity,27.75079333
22321,8/2/23 16:00,FENC,Salinity,25.41769
22343,8/2/23 17:00,FENC,Salinity,24.25794667
22365,8/2/23 18:00,FENC,Salinity,23.72348833
22387,8/2/23 19:00,FENC,Salinity,23.289375
22409,8/2/23 20:00,FENC,Salinity,24.38219833
22431,8/2/23 21:00,FENC,Salinity,28.35064333
22453,8/2/23 22:00,FENC,Salinity,28.360275
22475,8/2/23 23:00,FENC,Salinity,28.33883167
22497,8/3/23 0:00,FENC,Salinity,28.27622
22519,8/3/23 1:00,FENC,Salinity,28.26169333
22541,8/3/23 2:00,FENC,Salinity,28.32091333
22563,8/3/23 3:00,FENC,Salinity,28.06636833
22585,8/3/23 4:00,FENC,Salinity,26.05966833
22607,8/3/23 5:00,FENC,Salinity,24.65764667
22629,8/3/23 6:00,FENC,Salinity,24.45339
22651,8/3/23 7:00,FENC,Salinity,24.00539667
22673,8/3/23 8:00,FENC,Salinity,23.687735
22695,8/3/23 9:00,FENC,Salinity,24.88334
22717,8/3/23 10:00,FENC,Salinity,28.275745
22739,8/3/23 11:00,FENC,Salinity,28.285555
22761,8/3/23 12:00,FENC,Salinity,27.59969833
22783,8/3/23 13:00,FENC,Salinity,28.37153
22805,8/3/23 14:00,FENC,Salinity,28.41298
22827,8/3/23 15:00,FENC,Salinity,28.36196667
22849,8/3/23 16:00,FENC,Salinity,26.63365667
22871,8/3/23 17:00,FENC,Salinity,23.74255
22893,8/3/23 18:00,FENC,Salinity,22.87716
22915,8/3/23 19:00,FENC,Salinity,22.44213833
22937,8/3/23 20:00,FENC,Salinity,22.15498667
22959,8/3/23 21:00,FENC,Salinity,24.17305167
22981,8/3/23 22:00,FENC,Salinity,28.2928
23003,8/3/23 23:00,FENC,Salinity,28.29963167
23025,8/4/23 0:00,FENC,Salinity,28.31391
23047,8/4/23 1:00,FENC,Salinity,28.35660833
23069,8/4/23 2:00,FENC,Salinity,28.35402333
23091,8/4/23 3:00,FENC,Salinity,28.34835833
23113,8/4/23 4:00,FENC,Salinity,27.78674833
23135,8/4/23 5:00,FENC,Salinity,25.54234167
23157,8/4/23 6:00,FENC,Salinity,24.34686333
23179,8/4/23 7:00,FENC,Salinity,23.78274167
23201,8/4/23 8:00,FENC,Salinity,23.27758667
23223,8/4/23 9:00,FENC,Salinity,23.51620167
23245,8/4/23 10:00,FENC,Salinity,26.71254333
23267,8/4/23 11:00,FENC,Salinity,28.29347667
23289,8/4/23 12:00,FENC,Salinity,28.29583
23311,8/4/23 13:00,FENC,Salinity,28.34836333
23333,8/4/23 14:00,FENC,Salinity,28.32734167
23355,8/4/23 15:00,FENC,Salinity,28.36786
23377,8/4/23 16:00,FENC,Salinity,28.36204167
23399,8/4/23 17:00,FENC,Salinity,27.06617667
23421,8/4/23 18:00,FENC,Salinity,24.82354
23443,8/4/23 19:00,FENC,Salinity,24.30559833
23465,8/4/23 20:00,FENC,Salinity,24.12242833
23487,8/4/23 21:00,FENC,Salinity,23.901515
23509,8/4/23 22:00,FENC,Salinity,25.96722
23531,8/4/23 23:00,FENC,Salinity,28.25606167
23553,8/5/23 0:00,FENC,Salinity,28.27038833
23575,8/5/23 1:00,FENC,Salinity,28.24591333
23597,8/5/23 2:00,FENC,Salinity,28.28152167
23619,8/5/23 3:00,FENC,Salinity,28.25631167
23641,8/5/23 4:00,FENC,Salinity,28.15009333
23663,8/5/23 5:00,FENC,Salinity,27.36281
23685,8/5/23 6:00,FENC,Salinity,24.89378333
23707,8/5/23 7:00,FENC,Salinity,23.93523
23729,8/5/23 8:00,FENC,Salinity,23.656765
23751,8/5/23 9:00,FENC,Salinity,23.41196333
23773,8/5/23 10:00,FENC,Salinity,23.36104167
23795,8/5/23 11:00,FENC,Salinity,28.01979
23817,8/5/23 12:00,FENC,Salinity,28.40608333
23839,8/5/23 13:00,FENC,Salinity,28.405525
23861,8/5/23 14:00,FENC,Salinity,28.42075333
23883,8/5/23 15:00,FENC,Salinity,28.44645
23905,8/5/23 16:00,FENC,Salinity,28.49616167
23927,8/5/23 17:00,FENC,Salinity,28.29103333
23949,8/5/23 18:00,FENC,Salinity,26.97164333
23971,8/5/23 19:00,FENC,Salinity,25.13249
23993,8/5/23 20:00,FENC,Salinity,24.79554
24015,8/5/23 21:00,FENC,Salinity,24.5681
24037,8/5/23 22:00,FENC,Salinity,24.35147167
24059,8/5/23 23:00,FENC,Salinity,26.04031167
24081,8/6/23 0:00,FENC,Salinity,28.40929833
24103,8/6/23 1:00,FENC,Salinity,28.44076167
24125,8/6/23 2:00,FENC,Salinity,28.45729833
24147,8/6/23 3:00,FENC,Salinity,28.44903667
24169,8/6/23 4:00,FENC,Salinity,28.44262333
24191,8/6/23 5:00,FENC,Salinity,28.394555
24213,8/6/23 6:00,FENC,Salinity,27.47968833
24235,8/6/23 7:00,FENC,Salinity,25.02143333
24257,8/6/23 8:00,FENC,Salinity,23.96426333
24279,8/6/23 9:00,FENC,Salinity,23.43290667
24301,8/6/23 10:00,FENC,Salinity,23.23570167
24323,8/6/23 11:00,FENC,Salinity,24.33997833
