Timestamp,Station,Temp,Salinity
13-04-2017 12:00:00,RR,11.01,9.61
13-04-2017 12:15:00,RR,10.81,11.13
13-04-2017 12:30:00,RR,10.7,12.34
13-04-2017 12:45:00,RR,10.66,13.05
13-04-2017 13:00:00,RR,10.65,13.57
13-04-2017 13:15:00,RR,10.7,13.71
13-04-2017 13:30:00,RR,10.63,14.17
13-04-2017 13:45:00,RR,10.6,14.54
13-04-2017 14:00:00,RR,10.59,14.56
13-04-2017 14:15:00,RR,10.9,13.74
13-04-2017 14:30:00,RR,10.99,12.7
13-04-2017 14:45:00,RR,11.16,11.73
13-04-2017 15:00:00,RR,11.42,10.59
13-04-2017 15:15:00,RR,11.65,9.44
13-04-2017 15:30:00,RR,11.92,8.25
13-04-2017 15:45:00,RR,12.14,7.09
13-04-2017 16:00:00,RR,12.27,6.41
13-04-2017 16:15:00,RR,12.41,5.65
13-04-2017 16:30:00,RR,12.53,5.04
13-04-2017 16:45:00,RR,12.58,4.77
13-04-2017 17:00:00,RR,12.71,4.15
13-04-2017 17:15:00,RR,12.81,3.68
13-04-2017 17:30:00,RR,12.97,3.02
13-04-2017 17:45:00,RR,13.06,2.75
13-04-2017 18:00:00,RR,13.11,2.38
13-04-2017 18:15:00,RR,13.21,2.02
13-04-2017 18:30:00,RR,13.29,1.73
13-04-2017 18:45:00,RR,13.35,1.51
13-04-2017 19:00:00,RR,13.43,1.37
13-04-2017 19:15:00,RR,13.45,1.38
13-04-2017 19:30:00,RR,13.47,1.11
13-04-2017 19:45:00,RR,13.49,1.09
13-04-2017 20:00:00,RR,13.5,1.04
13-04-2017 20:15:00,RR,13.5,0.96
13-04-2017 20:30:00,RR,13.5,0.92
13-04-2017 20:45:00,RR,13.49,0.84
13-04-2017 21:00:00,RR,13.42,0.97
13-04-2017 21:15:00,RR,13.29,1.24
13-04-2017 21:30:00,RR,13.36,1.35
13-04-2017 21:45:00,RR,13.24,1.89
13-04-2017 22:00:00,RR,13.06,2.23
13-04-2017 22:15:00,RR,12.92,2.6
13-04-2017 22:30:00,RR,12.67,3.26
13-04-2017 22:45:00,RR,12.39,4.06
13-04-2017 23:00:00,RR,11.96,5.67
13-04-2017 23:15:00,RR,11.43,7.87
13-04-2017 23:30:00,RR,11.12,9.34
13-04-2017 23:45:00,RR,10.87,10.73
14-04-2017 00:00:00,RR,10.65,12.07
14-04-2017 00:15:00,RR,10.49,12.97
14-04-2017 00:30:00,RR,10.3,13.93
14-04-2017 00:45:00,RR,10.11,14.91
14-04-2017 01:00:00,RR,10.01,15.53
14-04-2017 01:15:00,RR,9.95,15.93
14-04-2017 01:30:00,RR,9.9,15.95
14-04-2017 01:45:00,RR,9.86,16.26
14-04-2017 02:00:00,RR,9.83,16.83
14-04-2017 02:15:00,RR,9.83,16.82
14-04-2017 02:30:00,RR,9.86,16.48
14-04-2017 02:45:00,RR,9.94,16.15
14-04-2017 03:00:00,RR,10.17,14.57
14-04-2017 03:15:00,RR,10.29,13.6
14-04-2017 03:30:00,RR,10.41,12.81
14-04-2017 03:45:00,RR,10.59,11.54
14-04-2017 04:00:00,RR,10.78,10.26
14-04-2017 04:15:00,RR,10.96,9.31
14-04-2017 04:30:00,RR,11.1,8.26
14-04-2017 04:45:00,RR,11.28,7.44
14-04-2017 05:00:00,RR,11.43,6.7
14-04-2017 05:15:00,RR,11.55,6.04
14-04-2017 05:30:00,RR,11.69,5.4
14-04-2017 05:45:00,RR,11.8,4.86
14-04-2017 06:00:00,RR,11.88,4.33
14-04-2017 06:15:00,RR,12.01,3.81
14-04-2017 06:30:00,RR,12.11,3.36
14-04-2017 06:45:00,RR,12.22,2.93
14-04-2017 07:00:00,RR,12.31,2.54
14-04-2017 07:15:00,RR,12.36,2.28
14-04-2017 07:30:00,RR,12.45,1.99
14-04-2017 07:45:00,RR,12.51,1.8
14-04-2017 08:00:00,RR,12.58,1.6
14-04-2017 08:15:00,RR,12.7,1.42
14-04-2017 08:30:00,RR,12.72,1.29
14-04-2017 08:45:00,RR,12.85,1.18
14-04-2017 09:00:00,RR,12.92,1.07
14-04-2017 09:15:00,RR,13.12,1.01
14-04-2017 09:30:00,RR,13.25,1.03
14-04-2017 09:45:00,RR,13.25,1.33
14-04-2017 10:00:00,RR,13.18,1.35
14-04-2017 10:15:00,RR,13.14,1.56
14-04-2017 10:30:00,RR,12.92,1.91
14-04-2017 10:45:00,RR,12.85,2.49
14-04-2017 11:00:00,RR,12.82,2.93
14-04-2017 11:15:00,RR,12.78,3.65
14-04-2017 11:30:00,RR,12.55,5.13
14-04-2017 11:45:00,RR,11.99,7.41
14-04-2017 12:00:00,RR,11.76,8.32
14-04-2017 12:15:00,RR,11.55,9.45
14-04-2017 12:30:00,RR,11.3,10.52
14-04-2017 12:45:00,RR,11.13,11.77
14-04-2017 13:00:00,RR,11.02,12.74
14-04-2017 13:15:00,RR,10.94,13.72
14-04-2017 13:30:00,RR,10.92,14.46
14-04-2017 13:45:00,RR,10.95,14.95
14-04-2017 14:00:00,RR,10.96,15.16
14-04-2017 14:15:00,RR,10.96,15.26
14-04-2017 14:30:00,RR,11.02,15.08
14-04-2017 14:45:00,RR,11.39,14.11
14-04-2017 15:00:00,RR,11.05,15.06
14-04-2017 15:15:00,RR,11.29,12.69
14-04-2017 15:30:00,RR,11.55,11.75
14-04-2017 15:45:00,RR,11.76,10.91
14-04-2017 16:00:00,RR,12.03,9.8
14-04-2017 16:15:00,RR,12.23,8.87
14-04-2017 16:30:00,RR,12.44,7.89
14-04-2017 16:45:00,RR,12.56,7.2
14-04-2017 17:00:00,RR,12.65,6.59
14-04-2017 17:15:00,RR,12.75,5.98
14-04-2017 17:30:00,RR,12.83,5.48
14-04-2017 17:45:00,RR,12.88,5.08
14-04-2017 18:00:00,RR,12.95,4.64
14-04-2017 18:15:00,RR,13.01,4.16
14-04-2017 18:30:00,RR,13.1,3.55
14-04-2017 18:45:00,RR,13.16,3.14
14-04-2017 19:00:00,RR,13.18,2.9
14-04-2017 19:15:00,RR,13.21,2.59
14-04-2017 19:30:00,RR,13.2,2.21
14-04-2017 19:45:00,RR,13.2,2.02
14-04-2017 20:00:00,RR,13.22,1.83
14-04-2017 20:15:00,RR,13.21,1.7
14-04-2017 20:30:00,RR,13.21,1.5
14-04-2017 20:45:00,RR,13.13,1.32
14-04-2017 21:00:00,RR,13.06,1.28
14-04-2017 21:15:00,RR,13.06,1.22
14-04-2017 21:30:00,RR,13.03,1.31
14-04-2017 21:45:00,RR,13.04,1.72
14-04-2017 22:00:00,RR,13.07,2.15
14-04-2017 22:15:00,RR,13.06,2.44
14-04-2017 22:30:00,RR,12.93,3
14-04-2017 22:45:00,RR,12.81,3.54
14-04-2017 23:00:00,RR,12.65,4.16
14-04-2017 23:15:00,RR,12.46,4.84
14-04-2017 23:30:00,RR,12.21,5.93
14-04-2017 23:45:00,RR,11.94,7.13
15-04-2017 00:00:00,RR,11.59,9.16
15-04-2017 00:15:00,RR,11.41,10.38
15-04-2017 00:30:00,RR,11.27,11.45
15-04-2017 00:45:00,RR,11.11,12.47
15-04-2017 01:00:00,RR,10.98,13.3
15-04-2017 01:15:00,RR,10.85,14
15-04-2017 01:30:00,RR,10.7,14.84
15-04-2017 01:45:00,RR,10.64,15
15-04-2017 02:00:00,RR,10.58,15.28
15-04-2017 02:15:00,RR,10.54,15.82
15-04-2017 02:30:00,RR,10.53,15.96
15-04-2017 02:45:00,RR,10.53,15.8
15-04-2017 03:00:00,RR,10.59,15.38
15-04-2017 03:15:00,RR,10.76,14.05
15-04-2017 03:30:00,RR,10.9,13.24
15-04-2017 03:45:00,RR,10.97,12.5
15-04-2017 04:00:00,RR,11.09,11.52
15-04-2017 04:15:00,RR,11.25,10.24
15-04-2017 04:30:00,RR,11.33,9.46
15-04-2017 04:45:00,RR,11.43,8.75
15-04-2017 05:00:00,RR,11.54,7.99
15-04-2017 05:15:00,RR,11.63,7.34
15-04-2017 05:30:00,RR,11.72,6.86
15-04-2017 05:45:00,RR,11.8,6.21
15-04-2017 06:00:00,RR,11.86,5.79
15-04-2017 06:15:00,RR,11.93,5.36
15-04-2017 06:30:00,RR,12.01,4.89
15-04-2017 06:45:00,RR,12.09,4.38
15-04-2017 07:00:00,RR,12.16,3.92
15-04-2017 07:15:00,RR,12.21,3.62
15-04-2017 07:30:00,RR,12.27,3.22
15-04-2017 07:45:00,RR,12.35,2.84
15-04-2017 08:00:00,RR,12.41,2.6
15-04-2017 08:15:00,RR,12.46,2.28
15-04-2017 08:30:00,RR,12.54,2.1
15-04-2017 08:45:00,RR,12.63,1.89
15-04-2017 09:00:00,RR,12.72,1.72
15-04-2017 09:15:00,RR,12.81,1.59
15-04-2017 09:30:00,RR,12.84,1.46
15-04-2017 09:45:00,RR,NA,NA
15-04-2017 10:00:00,RR,NA,NA
15-04-2017 10:15:00,RR,NA,NA
15-04-2017 10:30:00,RR,NA,NA
15-04-2017 10:45:00,RR,NA,NA
15-04-2017 11:00:00,RR,12.83,2.39
15-04-2017 11:15:00,RR,12.89,3.05
15-04-2017 11:30:00,RR,12.86,3.42
15-04-2017 11:45:00,RR,12.91,4.16
15-04-2017 12:00:00,RR,13,4.95
15-04-2017 12:15:00,RR,12.91,6.24
15-04-2017 12:30:00,RR,12.49,8.16
15-04-2017 12:45:00,RR,12.41,8.83
15-04-2017 13:00:00,RR,12.22,9.75
15-04-2017 13:15:00,RR,11.98,10.78
15-04-2017 13:30:00,RR,11.88,11.59
15-04-2017 13:45:00,RR,11.78,12.53
