station_id,timestamp,tss_result_type,tss_detection_condition,tss_value,tss_units,salinity_result_type,salinity_detection_condition,salinity_value,salinity_units,water_temp_result_type,water_temp_detection_condition,water_temp_value,water_temp_units,enterococcus_result_type,enterococcus_detection_condition,enterococcus_value,enterococcus_units,chlora_result_type,chlora_detection_condition,chlora_value,chlora_units,phosphate_phosphorus_result_type,phosphate_phosphorus_detection_condition,phosphate_phosphorus_value,phosphate_phosphorus_units,ph_result_type,ph_detection_condition,ph_value,ph_units,nutrient_nitrogen_result_type,nutrient_nitrogen_detection_condition,nutrient_nitrogen_value,nutrient_nitrogen_units,do_result_type,do_detection_condition,do_value,do_units
31DELRBC_WQX-091015,2007-09-17 08:31:00,Actual,Detected,38,mg/l,Actual,Detected,9.98,ppt,Actual,Detected,23.69,Deg C.,Actual,Detected,12,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.12,mg/l,Actual,Detected,7.69,ph,Actual,Detected,2.1,mg/l,Actual,Detected,8,mg/l
31DELRBC_WQX-091015,2008-03-18 08:40:00,Actual,Detected,36,mg/l,Actual,Detected,3.24,ppt,Actual,Detected,6.86,Deg C.,Actual,Detected,56,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.12,mg/l,Actual,Detected,7.44,ph,Actual,Detected,1.51,mg/l,Actual,Detected,11.27,mg/l
31DELRBC_WQX-091015,2008-05-27 08:39:00,Actual,Detected,19,mg/l,Actual,Detected,5.92,ppt,Actual,Detected,18.38,Deg C.,Actual,Detected,7,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.06,mg/l,Actual,Detected,8.07,ph,Actual,Detected,1.66,mg/l,Actual,Detected,8.9,mg/l
31DELRBC_WQX-091015,2008-10-14 08:31:00,Actual,Detected,13,mg/l,Actual,Detected,12.18,ppt,Actual,Detected,19.64,Deg C.,Actual,Detected,3,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.08,mg/l,Actual,Detected,7.32,ph,Actual,Detected,1.83,mg/l,Actual,Detected,7.6,mg/l
31DELRBC_WQX-091015,2008-05-14 08:32:00,Actual,Detected,14,mg/l,Actual,Detected,8.37,ppt,Actual,Detected,15.51,Deg C.,Actual,Detected,6,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.06,mg/l,Actual,Detected,7.91,ph,Actual,Detected,1.24,mg/l,Actual,Detected,8.7,mg/l
31DELRBC_WQX-091015,2008-09-29 08:44:00,Actual,Detected,19,mg/l,Actual,Detected,12.26,ppt,Actual,Detected,21.45,Deg C.,Actual,Detected,9,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.1,mg/l,Actual,Detected,6.86,ph,Actual,Detected,1.66,mg/l,Actual,Detected,7.7,mg/l
31DELRBC_WQX-091015,2008-07-14 08:35:00,Actual,Detected,37,mg/l,Actual,Detected,9.27,ppt,Actual,Detected,26.74,Deg C.,Actual,Not Detected,0.5,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.08,mg/l,Actual,Detected,7.63,ph,Actual,Detected,1.44,mg/l,Actual,Detected,6.62,mg/l
31DELRBC_WQX-091015,2008-04-30 09:01:00,Actual,Detected,14,mg/l,Actual,Detected,5.87,ppt,Actual,Detected,14.91,Deg C.,Actual,Detected,2,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.07,mg/l,Actual,Detected,7.96,ph,Actual,Detected,1.41,mg/l,Actual,Detected,10.33,mg/l
31DELRBC_WQX-091015,2008-06-23 08:38:00,Actual,Detected,23,mg/l,Actual,Detected,7.04,ppt,Actual,Detected,24.22,Deg C.,Actual,Detected,3,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.07,mg/l,Actual,Detected,7.61,ph,Actual,Detected,1.42,mg/l,Actual,Detected,7.26,mg/l
31DELRBC_WQX-091015,2008-08-04 08:33:00,Actual,Detected,27,mg/l,Actual,Detected,6.15,ppt,Actual,Detected,27.71,Deg C.,Actual,Detected,2,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.13,mg/l,Actual,Detected,7.59,ph,Actual,Detected,1.7,mg/l,Actual,Detected,5.89,mg/l
31DELRBC_WQX-091015,2008-04-09 08:45:00,Actual,Detected,36,mg/l,Actual,Detected,1.72,ppt,Actual,Detected,9.52,Deg C.,Actual,Detected,6,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.15,mg/l,Actual,Detected,7.34,ph,Actual,Detected,1.73,mg/l,Actual,Detected,10.3,mg/l
31DELRBC_WQX-091015,2009-06-09 08:11:00,Actual,Detected,37,mg/l,Actual,Detected,3.01,ppt,Actual,Detected,22.03,Deg C.,Actual,Detected,12,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.13,mg/l,Actual,Detected,7.47,ph,Actual,Detected,2,mg/l,Actual,Detected,7.38,mg/l
31DELRBC_WQX-091015,2009-04-13 08:35:00,Actual,Detected,30,mg/l,Actual,Detected,3.08,ppt,Actual,Detected,10.25,Deg C.,Actual,Detected,2,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.12,mg/l,Actual,Detected,8.04,ph,Actual,Detected,1.77,mg/l,Actual,Detected,11.23,mg/l
31DELRBC_WQX-091015,2009-08-10 08:25:00,Actual,Detected,42,mg/l,Actual,Detected,2.74,ppt,Actual,Detected,26.82,Deg C.,Actual,Detected,57,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.17,mg/l,Actual,Detected,7.82,ph,Actual,Detected,1.59,mg/l,Actual,Detected,6.18,mg/l
31DELRBC_WQX-091015,2009-05-05 08:18:00,Actual,Detected,20,mg/l,Actual,Detected,7.03,ppt,Actual,Detected,15.5,Deg C.,Actual,Detected,1,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.04,mg/l,Actual,Detected,7.68,ph,Actual,Detected,1.72,mg/l,Actual,Detected,8.19,mg/l
31DELRBC_WQX-091015,2009-07-20 08:11:00,Actual,Detected,16,mg/l,Actual,Detected,2.05,ppt,Actual,Detected,25.62,Deg C.,Actual,Detected,3,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.1,mg/l,Actual,Detected,7.53,ph,Actual,Detected,1.49,mg/l,Actual,Detected,7.1,mg/l
31DELRBC_WQX-091015,2009-10-20 08:37:00,Actual,Detected,23,mg/l,Actual,Detected,8.17,ppt,Actual,Detected,13.53,Deg C.,Actual,Detected,33,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.1,mg/l,Actual,Detected,7.55,ph,Actual,Detected,1.64,mg/l,Actual,Detected,8.31,mg/l
31DELRBC_WQX-091015,2009-03-31 08:24:00,Actual,Detected,46,mg/l,Actual,Detected,6.6,ppt,Actual,Detected,8.15,Deg C.,Actual,Present Above Quantification Limit,4840,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.16,mg/l,Actual,Detected,8.01,ph,Actual,Detected,2.07,mg/l,Actual,Detected,11.45,mg/l
31DELRBC_WQX-091015,2009-09-14 08:32:00,Actual,Detected,15,mg/l,Actual,Detected,10.06,ppt,Actual,Detected,21.78,Deg C.,Actual,Detected,31,cfu/100 ml,NA,NA,NA,NA,Actual,Detected,0.11,mg/l,Actual,Detected,7.72,ph,Actual,Detected,1.42,mg/l,Actual,Detected,7.59,mg/l
31DELRBC_WQX-091015,2022-09-19 08:00:00,Actual,Detected,17,mg/l,Actual,Detected,10.87,ppt,Actual,Detected,23.8,Deg C.,Actual,Detected,1,cfu/100 ml,Actual,Detected,5.16,ug/l,Actual,Detected,0.07,mg/l,Actual,Detected,7.48,ph,Actual,Detected,1.45,mg/l,Actual,Detected,7.76,mg/l
31DELRBC_WQX-091015,2022-10-10 08:21:00,Actual,Detected,25.4,mg/l,Actual,Detected,10.12,ppt,Actual,Detected,15.14,Deg C.,Actual,Detected,6,cfu/100 ml,Actual,Detected,4.18,ug/l,Actual,Detected,0.07,mg/l,Actual,Detected,7.54,ph,Actual,Detected,0.11,mg/l,Actual,Detected,9.23,mg/l
