WATERBODY,STATION,LEASE,LATITUDE,LONGITUDE,DEPLOYMENT_PERIOD,TIMESTAMP,SENSOR,DEPTH,VARIABLE,VALUE,UNITS,MOORING
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:02:42 AM,aquaMeasure-675286,2,Temperature,19.31,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:12:42 AM,aquaMeasure-675286,2,Temperature,19.2,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:22:42 AM,aquaMeasure-675286,2,Temperature,19.02,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:32:42 AM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:42:42 AM,aquaMeasure-675286,2,Temperature,18.77,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:52:42 AM,aquaMeasure-675286,2,Temperature,18.79,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:02:42 AM,aquaMeasure-675286,2,Temperature,18.82,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:12:42 AM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:22:42 AM,aquaMeasure-675286,2,Temperature,18.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:32:42 AM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:42:42 AM,aquaMeasure-675286,2,Temperature,18.79,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:52:42 AM,aquaMeasure-675286,2,Temperature,18.75,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:02:42 AM,aquaMeasure-675286,2,Temperature,18.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:12:42 AM,aquaMeasure-675286,2,Temperature,18.66,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:22:42 AM,aquaMeasure-675286,2,Temperature,18.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:32:42 AM,aquaMeasure-675286,2,Temperature,18.61,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:42:42 AM,aquaMeasure-675286,2,Temperature,18.59,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:52:42 AM,aquaMeasure-675286,2,Temperature,18.57,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:02:42 AM,aquaMeasure-675286,2,Temperature,18.55,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:12:42 AM,aquaMeasure-675286,2,Temperature,18.53,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:22:42 AM,aquaMeasure-675286,2,Temperature,18.5,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:32:42 AM,aquaMeasure-675286,2,Temperature,18.5,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:42:42 AM,aquaMeasure-675286,2,Temperature,18.48,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:52:42 AM,aquaMeasure-675286,2,Temperature,18.46,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 12:02:42 PM,aquaMeasure-675286,2,Temperature,18.48,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 12:12:42 PM,aquaMeasure-675286,2,Temperature,18.46,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 12:22:42 PM,aquaMeasure-675286,2,Temperature,18.46,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 12:32:42 PM,aquaMeasure-675286,2,Temperature,18.48,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 12:42:42 PM,aquaMeasure-675286,2,Temperature,18.53,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 12:52:42 PM,aquaMeasure-675286,2,Temperature,18.59,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 01:02:42 PM,aquaMeasure-675286,2,Temperature,18.66,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 01:12:42 PM,aquaMeasure-675286,2,Temperature,18.68,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 01:22:42 PM,aquaMeasure-675286,2,Temperature,18.68,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 01:32:42 PM,aquaMeasure-675286,2,Temperature,18.68,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 01:42:42 PM,aquaMeasure-675286,2,Temperature,18.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 01:52:42 PM,aquaMeasure-675286,2,Temperature,18.73,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 02:02:42 PM,aquaMeasure-675286,2,Temperature,18.77,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 02:12:42 PM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 02:22:42 PM,aquaMeasure-675286,2,Temperature,18.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 02:32:42 PM,aquaMeasure-675286,2,Temperature,18.93,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 02:42:42 PM,aquaMeasure-675286,2,Temperature,18.97,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 02:52:42 PM,aquaMeasure-675286,2,Temperature,19.04,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 03:02:42 PM,aquaMeasure-675286,2,Temperature,19.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 03:12:42 PM,aquaMeasure-675286,2,Temperature,19.11,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 03:22:42 PM,aquaMeasure-675286,2,Temperature,19.15,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 03:32:42 PM,aquaMeasure-675286,2,Temperature,19.2,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 03:42:42 PM,aquaMeasure-675286,2,Temperature,19.24,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 03:52:42 PM,aquaMeasure-675286,2,Temperature,19.31,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 04:02:42 PM,aquaMeasure-675286,2,Temperature,19.36,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 04:12:42 PM,aquaMeasure-675286,2,Temperature,19.4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 04:22:42 PM,aquaMeasure-675286,2,Temperature,19.45,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 04:32:42 PM,aquaMeasure-675286,2,Temperature,19.49,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 04:42:42 PM,aquaMeasure-675286,2,Temperature,19.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 04:52:42 PM,aquaMeasure-675286,2,Temperature,19.61,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 05:02:42 PM,aquaMeasure-675286,2,Temperature,19.65,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 05:12:42 PM,aquaMeasure-675286,2,Temperature,19.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 05:22:42 PM,aquaMeasure-675286,2,Temperature,19.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 05:32:42 PM,aquaMeasure-675286,2,Temperature,19.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 05:42:42 PM,aquaMeasure-675286,2,Temperature,19.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 05:52:42 PM,aquaMeasure-675286,2,Temperature,19.74,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 06:02:42 PM,aquaMeasure-675286,2,Temperature,19.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 06:12:42 PM,aquaMeasure-675286,2,Temperature,19.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 06:22:42 PM,aquaMeasure-675286,2,Temperature,19.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 06:32:42 PM,aquaMeasure-675286,2,Temperature,19.74,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 06:42:42 PM,aquaMeasure-675286,2,Temperature,19.74,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 06:52:42 PM,aquaMeasure-675286,2,Temperature,19.72,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 07:02:42 PM,aquaMeasure-675286,2,Temperature,19.74,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 07:12:42 PM,aquaMeasure-675286,2,Temperature,19.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 07:22:42 PM,aquaMeasure-675286,2,Temperature,19.42,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 07:32:42 PM,aquaMeasure-675286,2,Temperature,19.47,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 07:42:42 PM,aquaMeasure-675286,2,Temperature,19.56,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 07:52:42 PM,aquaMeasure-675286,2,Temperature,19.54,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:02:42 PM,aquaMeasure-675286,2,Temperature,19.49,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:12:42 PM,aquaMeasure-675286,2,Temperature,19.4,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:22:42 PM,aquaMeasure-675286,2,Temperature,19.29,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:32:42 PM,aquaMeasure-675286,2,Temperature,19.04,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:42:42 PM,aquaMeasure-675286,2,Temperature,18.95,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 08:52:42 PM,aquaMeasure-675286,2,Temperature,18.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:02:42 PM,aquaMeasure-675286,2,Temperature,18.91,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:12:42 PM,aquaMeasure-675286,2,Temperature,18.93,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:22:42 PM,aquaMeasure-675286,2,Temperature,18.95,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:32:42 PM,aquaMeasure-675286,2,Temperature,18.95,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:42:42 PM,aquaMeasure-675286,2,Temperature,18.95,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 09:52:42 PM,aquaMeasure-675286,2,Temperature,18.93,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:02:42 PM,aquaMeasure-675286,2,Temperature,18.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:12:42 PM,aquaMeasure-675286,2,Temperature,18.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:22:42 PM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:32:42 PM,aquaMeasure-675286,2,Temperature,18.82,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:42:42 PM,aquaMeasure-675286,2,Temperature,18.75,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 10:52:42 PM,aquaMeasure-675286,2,Temperature,18.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:02:42 PM,aquaMeasure-675286,2,Temperature,18.66,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:12:42 PM,aquaMeasure-675286,2,Temperature,18.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:22:42 PM,aquaMeasure-675286,2,Temperature,18.59,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:32:42 PM,aquaMeasure-675286,2,Temperature,18.55,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:42:42 PM,aquaMeasure-675286,2,Temperature,18.55,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/14 11:52:42 PM,aquaMeasure-675286,2,Temperature,18.5,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 12:02:42 AM,aquaMeasure-675286,2,Temperature,18.48,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 12:12:42 AM,aquaMeasure-675286,2,Temperature,18.46,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 12:22:42 AM,aquaMeasure-675286,2,Temperature,18.41,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 12:32:42 AM,aquaMeasure-675286,2,Temperature,18.44,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 12:42:42 AM,aquaMeasure-675286,2,Temperature,18.48,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 12:52:42 AM,aquaMeasure-675286,2,Temperature,18.53,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 01:02:42 AM,aquaMeasure-675286,2,Temperature,18.57,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 01:12:42 AM,aquaMeasure-675286,2,Temperature,18.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 01:22:42 AM,aquaMeasure-675286,2,Temperature,18.64,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 01:32:42 AM,aquaMeasure-675286,2,Temperature,18.66,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 01:42:42 AM,aquaMeasure-675286,2,Temperature,18.66,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 01:52:42 AM,aquaMeasure-675286,2,Temperature,18.7,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 02:02:42 AM,aquaMeasure-675286,2,Temperature,18.73,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 02:12:42 AM,aquaMeasure-675286,2,Temperature,18.77,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 02:22:42 AM,aquaMeasure-675286,2,Temperature,18.77,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 02:32:42 AM,aquaMeasure-675286,2,Temperature,18.77,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 02:42:42 AM,aquaMeasure-675286,2,Temperature,18.79,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 02:52:42 AM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 03:02:42 AM,aquaMeasure-675286,2,Temperature,18.86,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 03:12:42 AM,aquaMeasure-675286,2,Temperature,18.82,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 03:22:42 AM,aquaMeasure-675286,2,Temperature,18.79,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 03:32:42 AM,aquaMeasure-675286,2,Temperature,18.84,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 03:42:42 AM,aquaMeasure-675286,2,Temperature,18.88,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 03:52:42 AM,aquaMeasure-675286,2,Temperature,18.97,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 04:02:42 AM,aquaMeasure-675286,2,Temperature,19.02,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 04:12:42 AM,aquaMeasure-675286,2,Temperature,19.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 04:22:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 04:32:42 AM,aquaMeasure-675286,2,Temperature,19.13,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 04:42:42 AM,aquaMeasure-675286,2,Temperature,19.13,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 04:52:42 AM,aquaMeasure-675286,2,Temperature,19.15,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 05:02:42 AM,aquaMeasure-675286,2,Temperature,19.13,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 05:12:42 AM,aquaMeasure-675286,2,Temperature,19.13,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 05:22:42 AM,aquaMeasure-675286,2,Temperature,19.13,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 05:32:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 05:42:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 05:52:42 AM,aquaMeasure-675286,2,Temperature,19.11,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 06:02:42 AM,aquaMeasure-675286,2,Temperature,19.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 06:12:42 AM,aquaMeasure-675286,2,Temperature,19.06,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 06:22:42 AM,aquaMeasure-675286,2,Temperature,19.11,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 06:32:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 06:42:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 06:52:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 07:02:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 07:12:42 AM,aquaMeasure-675286,2,Temperature,19.09,degrees Celsius,fixed
Lobster Bay,Morris Island,NA,43.79075,-65.91163,2020-Jun-16 to 2020-Sep-15,2020/09/15 07:22:42 AM,aquaMeasure-675286,2,Temperature,19.06,degrees Celsius,fixed
