,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,B06,FAM,,Unkn-10,,,24.86,24.89,0.038,0.00001,-5.049,0.00001,0.00000,60.0,
,B07,FAM,,Unkn-18,,,24.22,24.25,0.036,0.00001,-4.885,0.00001,0.00000,60.0,
,B08,FAM,,Unkn-18,,,24.27,24.25,0.036,0.00001,-4.898,0.00001,0.00000,60.0,
,B09,FAM,,Unkn-26,,,37.98,37.92,0.075,0.00000,-8.396,0.00000,0.00000,60.0,
,B10,FAM,,Unkn-26,,,37.87,37.92,0.075,0.00000,-8.369,0.00000,0.00000,60.0,
,B11,FAM,,Unkn-33,,,27.97,28.01,0.058,0.00000,-5.842,0.00000,0.00000,60.0,
,B12,FAM,,Unkn-33,,,28.05,28.01,0.058,0.00000,-5.863,0.00000,0.00000,60.0,
,C01,FAM,,Std-03,,,17.24,17.22,0.030,0.00100,-3.000,0.00100,0.00000,60.0,
,C02,FAM,,Std-03,,,17.20,17.22,0.030,0.00100,-3.000,0.00100,0.00000,60.0,
,C03,FAM,,Unkn-03,,,25.69,25.72,0.039,0.00001,-5.261,0.00001,0.00000,60.0,
,C04,FAM,,Unkn-03,,,25.75,25.72,0.039,0.00001,-5.275,0.00001,0.00000,60.0,
,C05,FAM,,Unkn-11,,,23.54,23.52,0.024,0.00002,-4.711,0.00002,0.00000,60.0,
,C06,FAM,,Unkn-11,,,23.50,23.52,0.024,0.00002,-4.702,0.00002,0.00000,60.0,
,C07,FAM,,Unkn-19,,,25.10,25.12,0.018,0.00001,-5.111,0.00001,0.00000,60.0,
,C08,FAM,,Unkn-19,,,25.13,25.12,0.018,0.00001,-5.117,0.00001,0.00000,60.0,
,C09,FAM,,Unkn-27,,,26.31,26.35,0.064,0.00000,-5.418,0.00000,0.00000,60.0,
,C10,FAM,,Unkn-27,,,26.40,26.35,0.064,0.00000,-5.441,0.00000,0.00000,60.0,
,C11,FAM,,Unkn-34,,,20.37,20.40,0.037,0.00013,-3.902,0.00012,0.00000,60.0,
,C12,FAM,,Unkn-34,,,20.42,20.40,0.037,0.00012,-3.916,0.00012,0.00000,60.0,
,D01,FAM,,Std-04,,,22.18,22.12,0.078,0.00010,-4.000,0.00010,0.00000,60.0,
,D02,FAM,,Std-04,,,22.07,22.12,0.078,0.00010,-4.000,0.00010,0.00000,60.0,
,D03,FAM,,Unkn-04,,,28.25,28.25,0.001,0.00000,-5.913,0.00000,0.00000,60.0,
,D04,FAM,,Unkn-04,,,28.25,28.25,0.001,0.00000,-5.913,0.00000,0.00000,60.0,
,D05,FAM,,Unkn-12,,,39.66,39.66,0.000,0.00000,-8.827,0.00000,0.00000,60.0,
,D06,FAM,,Unkn-12,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D07,FAM,,Unkn-20,,,32.05,32.19,0.195,0.00000,-6.884,0.00000,0.00000,60.0,
,D08,FAM,,Unkn-20,,,32.33,32.19,0.195,0.00000,-6.955,0.00000,0.00000,60.0,
,D09,FAM,,Unkn-28,,,30.00,30.11,0.148,0.00000,-6.361,0.00000,0.00000,60.0,
,D10,FAM,,Unkn-28,,,30.21,30.11,0.148,0.00000,-6.415,0.00000,0.00000,60.0,
,D11,FAM,,Unkn-35,,,33.46,33.41,0.067,0.00000,-7.243,0.00000,0.00000,60.0,
,D12,FAM,,Unkn-35,,,33.36,33.41,0.067,0.00000,-7.219,0.00000,0.00000,60.0,
,E01,FAM,,Std-05,,,24.17,24.12,0.079,0.00001,-5.000,0.00001,0.00000,60.0,
,E02,FAM,,Std-05,,,24.06,24.12,0.079,0.00001,-5.000,0.00001,0.00000,60.0,
,E03,FAM,,Unkn-05,,,25.32,25.28,0.055,0.00001,-5.166,0.00001,0.00000,60.0,
,E04,FAM,,Unkn-05,,,25.24,25.28,0.055,0.00001,-5.146,0.00001,0.00000,60.0,
,E05,FAM,,Unkn-13,,,27.47,27.35,0.162,0.00000,-5.714,0.00000,0.00000,60.0,
,E06,FAM,,Unkn-13,,,27.24,27.35,0.162,0.00000,-5.655,0.00000,0.00000,60.0,
,E07,FAM,,Unkn-21,,,35.01,35.01,0.000,0.00000,-7.640,0.00000,0.00000,60.0,
,E08,FAM,,Unkn-21,,,35.01,35.01,0.000,0.00000,-7.639,0.00000,0.00000,60.0,
,E09,FAM,,Unkn-29,,,35.12,35.08,0.059,0.00000,-7.667,0.00000,0.00000,60.0,
,E10,FAM,,Unkn-29,,,35.03,35.08,0.059,0.00000,-7.646,0.00000,0.00000,60.0,
,E11,FAM,,Unkn-36,,,31.61,31.56,0.072,0.00000,-6.771,0.00000,0.00000,60.0,
,E12,FAM,,Unkn-36,,,31.51,31.56,0.072,0.00000,-6.745,0.00000,0.00000,60.0,
,F01,FAM,,Std-06,,,29.08,29.08,0.007,0.00000,-6.000,0.00000,0.00000,60.0,
,F02,FAM,,Std-06,,,29.07,29.08,0.007,0.00000,-6.000,0.00000,0.00000,60.0,
,F03,FAM,,Unkn-06,,,23.65,23.47,0.253,0.00002,-4.738,0.00002,0.00000,60.0,
,F04,FAM,,Unkn-06,,,23.29,23.47,0.253,0.00002,-4.647,0.00002,0.00000,60.0,
,F05,FAM,,Unkn-14,,,26.60,26.48,0.178,0.00000,-5.493,0.00000,0.00000,60.0,
,F06,FAM,,Unkn-14,,,26.35,26.48,0.178,0.00000,-5.429,0.00000,0.00000,60.0,
,F07,FAM,,Unkn-22,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F08,FAM,,Unkn-22,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F09,FAM,,Unkn-30,,,22.54,22.55,0.023,0.00004,-4.456,0.00003,0.00000,60.0,
,F10,FAM,,Unkn-30,,,22.57,22.55,0.023,0.00003,-4.464,0.00003,0.00000,60.0,
,F11,FAM,,Unkn-37,,,35.77,36.17,0.569,0.00000,-7.832,0.00000,0.00000,60.0,
,F12,FAM,,Unkn-37,,,36.57,36.17,0.569,0.00000,-8.038,0.00000,0.00000,60.0,
,G01,FAM,,Std-07,,,31.67,31.69,0.022,0.00000,-7.000,0.00000,0.00000,60.0,
,G02,FAM,,Std-07,,,31.70,31.69,0.022,0.00000,-7.000,0.00000,0.00000,60.0,
,G03,FAM,,Unkn-07,,,30.33,30.21,0.178,0.00000,-6.445,0.00000,0.00000,60.0,
,G04,FAM,,Unkn-07,,,30.08,30.21,0.178,0.00000,-6.381,0.00000,0.00000,60.0,
,G05,FAM,,Unkn-15,,,33.34,33.15,0.265,0.00000,-7.213,0.00000,0.00000,60.0,
,G06,FAM,,Unkn-15,,,32.96,33.15,0.265,0.00000,-7.117,0.00000,0.00000,60.0,
,G07,FAM,,Unkn-23,,,26.21,26.14,0.092,0.00000,-5.392,0.00000,0.00000,60.0,
,G08,FAM,,Unkn-23,,,26.08,26.14,0.092,0.00000,-5.359,0.00000,0.00000,60.0,
,G09,FAM,,Unkn-31,,,15.20,15.08,0.170,0.00261,-2.583,0.00281,0.00028,60.0,
,G10,FAM,,Unkn-31,,,14.96,15.08,0.170,0.00300,-2.522,0.00281,0.00028,60.0,
,G11,FAM,,Pos Ctrl,,,31.87,31.87,0.000,0.00000,-6.837,0.00000,0.00000,60.0,
,G12,FAM,,Pos Ctrl,,,31.92,31.92,0.000,0.00000,-6.850,0.00000,0.00000,60.0,
,H01,FAM,,Unkn-38,,,29.00,28.60,0.565,0.00000,-6.104,0.00000,0.00000,60.0,
,H02,FAM,,Unkn-38,,,28.20,28.60,0.565,0.00000,-5.900,0.00000,0.00000,60.0,
,H03,FAM,,Unkn-08,,,26.29,26.33,0.067,0.00000,-5.412,0.00000,0.00000,60.0,
,H04,FAM,,Unkn-08,,,26.38,26.33,0.067,0.00000,-5.437,0.00000,0.00000,60.0,
,H05,FAM,,Unkn-16,,,23.56,23.45,0.155,0.00002,-4.718,0.00002,0.00000,60.0,
,H06,FAM,,Unkn-16,,,23.34,23.45,0.155,0.00002,-4.661,0.00002,0.00000,60.0,
,H07,FAM,,Unkn-24,,,33.84,33.82,0.026,0.00000,-7.341,0.00000,0.00000,60.0,
,H08,FAM,,Unkn-24,,,33.81,33.82,0.026,0.00000,-7.332,0.00000,0.00000,60.0,
,H09,FAM,,Unkn-32,,,39.39,39.59,0.277,0.00000,-8.758,0.00000,0.00000,60.0,
,H10,FAM,,Unkn-32,,,39.78,39.59,0.277,0.00000,-8.858,0.00000,0.00000,60.0,
,A01,HEX,,Std-01,,,9.29,9.41,0.174,0.10000,-1.000,0.10000,0.00000,60.0,
,A02,HEX,,Std-01,,,9.54,9.41,0.174,0.10000,-1.000,0.10000,0.00000,60.0,
,A03,HEX,,Unkn-01,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A04,HEX,,Unkn-01,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A05,HEX,,Unkn-09,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A06,HEX,,Unkn-09,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A07,HEX,,Unkn-17,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A08,HEX,,Unkn-17,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A09,HEX,,Unkn-25,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A10,HEX,,Unkn-25,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A11,HEX,,NTC,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A12,HEX,,NTC,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B01,HEX,,Std-02,,,14.40,13.85,0.781,0.01000,-2.000,0.01000,0.00000,60.0,
,B02,HEX,,Std-02,,,13.29,13.85,0.781,0.01000,-2.000,0.01000,0.00000,60.0,
,B03,HEX,,Unkn-02,,,38.74,38.62,0.162,0.00000,-8.304,0.00000,0.00000,60.0,
,B04,HEX,,Unkn-02,,,38.51,38.62,0.162,0.00000,-8.245,0.00000,0.00000,60.0,
,B05,HEX,,Unkn-10,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B06,HEX,,Unkn-10,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B07,HEX,,Unkn-18,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B08,HEX,,Unkn-18,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B09,HEX,,Unkn-26,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B10,HEX,,Unkn-26,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B11,HEX,,Unkn-33,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B12,HEX,,Unkn-33,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C01,HEX,,Std-03,,,18.78,18.72,0.084,0.00100,-3.000,0.00100,0.00000,60.0,
,C02,HEX,,Std-03,,,18.66,18.72,0.084,0.00100,-3.000,0.00100,0.00000,60.0,
,C03,HEX,,Unkn-03,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C04,HEX,,Unkn-03,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C05,HEX,,Unkn-11,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C06,HEX,,Unkn-11,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C07,HEX,,Unkn-19,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C08,HEX,,Unkn-19,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C09,HEX,,Unkn-27,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C10,HEX,,Unkn-27,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C11,HEX,,Unkn-34,,,38.88,39.00,0.175,0.00000,-8.341,0.00000,0.00000,60.0,
,C12,HEX,,Unkn-34,,,39.13,39.00,0.175,0.00000,-8.404,0.00000,0.00000,60.0,
,D01,HEX,,Std-04,,,23.28,23.29,0.004,0.00010,-4.000,0.00010,0.00000,60.0,
,D02,HEX,,Std-04,,,23.29,23.29,0.004,0.00010,-4.000,0.00010,0.00000,60.0,
,D03,HEX,,Unkn-04,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D04,HEX,,Unkn-04,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D05,HEX,,Unkn-12,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D06,HEX,,Unkn-12,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D07,HEX,,Unkn-20,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D08,HEX,,Unkn-20,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D09,HEX,,Unkn-28,,,36.23,36.47,0.331,0.00000,-7.662,0.00000,0.00000,60.0,
,D10,HEX,,Unkn-28,,,36.70,36.47,0.331,0.00000,-7.782,0.00000,0.00000,60.0,
,D11,HEX,,Unkn-35,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D12,HEX,,Unkn-35,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E01,HEX,,Std-05,,,25.31,25.29,0.017,0.00001,-5.000,0.00001,0.00000,60.0,
,E02,HEX,,Std-05,,,25.28,25.29,0.017,0.00001,-5.000,0.00001,0.00000,60.0,
,E03,HEX,,Unkn-05,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E04,HEX,,Unkn-05,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E05,HEX,,Unkn-13,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E06,HEX,,Unkn-13,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E07,HEX,,Unkn-21,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E08,HEX,,Unkn-21,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E09,HEX,,Unkn-29,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E10,HEX,,Unkn-29,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,E11,HEX,,Unkn-36,,,36.84,36.98,0.197,0.00000,-7.819,0.00000,0.00000,60.0,
,E12,HEX,,Unkn-36,,,37.12,36.98,0.197,0.00000,-7.890,0.00000,0.00000,60.0,
,F01,HEX,,Std-06,,,30.03,30.06,0.051,0.00000,-6.000,0.00000,0.00000,60.0,
,F02,HEX,,Std-06,,,30.10,30.06,0.051,0.00000,-6.000,0.00000,0.00000,60.0,
,F03,HEX,,Unkn-06,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F04,HEX,,Unkn-06,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F05,HEX,,Unkn-14,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F06,HEX,,Unkn-14,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F07,HEX,,Unkn-22,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F08,HEX,,Unkn-22,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F09,HEX,,Unkn-30,,,33.20,33.38,0.251,0.00000,-6.887,0.00000,0.00000,60.0,
,F10,HEX,,Unkn-30,,,33.56,33.38,0.251,0.00000,-6.978,0.00000,0.00000,60.0,
,F11,HEX,,Unkn-37,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,F12,HEX,,Unkn-37,,,39.11,39.11,0.000,0.00000,-8.399,0.00000,0.00000,60.0,
,G01,HEX,,Std-07,,,33.03,32.86,0.237,0.00000,-7.000,0.00000,0.00000,60.0,
,G02,HEX,,Std-07,,,32.70,32.86,0.237,0.00000,-7.000,0.00000,0.00000,60.0,
,G03,HEX,,Unkn-07,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,G04,HEX,,Unkn-07,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,G05,HEX,,Unkn-15,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,G06,HEX,,Unkn-15,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,G07,HEX,,Unkn-23,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,G08,HEX,,Unkn-23,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,G09,HEX,,Unkn-31,,,22.82,22.70,0.168,0.00006,-4.228,0.00006,0.00001,60.0,
,G10,HEX,,Unkn-31,,,22.58,22.70,0.168,0.00007,-4.167,0.00006,0.00001,60.0,
,H01,HEX,,Unkn-38,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H02,HEX,,Unkn-38,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H03,HEX,,Unkn-08,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H04,HEX,,Unkn-08,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H05,HEX,,Unkn-16,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H06,HEX,,Unkn-16,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H07,HEX,,Unkn-24,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H08,HEX,,Unkn-24,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H09,HEX,,Unkn-32,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H10,HEX,,Unkn-32,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,H11,HEX,,Pos Ctrl,,,24.61,24.61,0.000,0.00002,-4.687,0.00002,0.00000,60.0,
,H12,HEX,,Pos Ctrl,,,24.52,24.52,0.000,0.00002,-4.663,0.00002,0.00000,60.0,
