,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A03,FAM,,Unkn-09,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A04,FAM,,Unkn-09,,,38.69,38.69,0.000,0.00000,-8.740,0.00000,0.00000,60.0,
,A05,FAM,,Unkn-17,,,30.42,30.23,0.259,0.00000,-6.529,0.00000,0.00000,60.0,
,A06,FAM,,Unkn-17,,,30.05,30.23,0.259,0.00000,-6.431,0.00000,0.00000,60.0,
,A07,FAM,,Unkn-25,,,31.87,32.04,0.240,0.00000,-6.918,0.00000,0.00000,60.0,
,A08,FAM,,Unkn-25,,,32.21,32.04,0.240,0.00000,-7.009,0.00000,0.00000,60.0,
,A09,FAM,,Unkn-33,,,30.12,30.15,0.038,0.00000,-6.451,0.00000,0.00000,60.0,
,A10,FAM,,Unkn-33,,,30.18,30.15,0.038,0.00000,-6.465,0.00000,0.00000,60.0,
,A11,FAM,,Unkn-41,,,25.11,25.25,0.208,0.00001,-5.110,0.00001,0.00000,60.0,
,A12,FAM,,Unkn-41,,,25.40,25.25,0.208,0.00001,-5.188,0.00001,0.00000,60.0,
,B03,FAM,,Unkn-10,,,21.28,21.53,0.357,0.00008,-4.086,0.00007,0.00002,60.0,
,B04,FAM,,Unkn-10,,,21.78,21.53,0.357,0.00006,-4.221,0.00007,0.00002,60.0,
,B05,FAM,,Unkn-18,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B06,FAM,,Unkn-18,,,37.66,37.66,0.000,0.00000,-8.464,0.00000,0.00000,60.0,
,B07,FAM,,Unkn-26,,,25.32,25.44,0.164,0.00001,-5.167,0.00001,0.00000,60.0,
,B08,FAM,,Unkn-26,,,25.55,25.44,0.164,0.00001,-5.229,0.00001,0.00000,60.0,
,B09,FAM,,Unkn-34,,,26.51,26.51,0.010,0.00000,-5.486,0.00000,0.00000,60.0,
,B10,FAM,,Unkn-34,,,26.50,26.51,0.010,0.00000,-5.482,0.00000,0.00000,60.0,
,B11,FAM,,Unkn-42,,,28.20,28.34,0.187,0.00000,-5.938,0.00000,0.00000,60.0,
