,Well,Fluor,Target,Content,Sample,Biological Set Name,Cq,Cq Mean,Cq Std. Dev,Starting Quantity (SQ),Log Starting Quantity,SQ Mean,SQ Std. Dev,Set Point,Well Note
,A01,FAM,,Std-01,,,8.07,8.15,0.116,0.10000,-1.000,0.10000,0.00000,60.0,
,A02,FAM,,Std-01,,,8.23,8.15,0.116,0.10000,-1.000,0.10000,0.00000,60.0,
,A03,FAM,,Unkn-01,,,31.55,31.55,0.006,0.00000,-6.794,0.00000,0.00000,60.0,
,A04,FAM,,Unkn-01,,,31.56,31.55,0.006,0.00000,-6.796,0.00000,0.00000,60.0,
,A05,FAM,,Unkn-09,,,23.40,23.39,0.005,0.00002,-4.727,0.00002,0.00000,60.0,
,A06,FAM,,Unkn-09,,,23.39,23.39,0.005,0.00002,-4.726,0.00002,0.00000,60.0,
,A07,FAM,,Unkn-17,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A08,FAM,,Unkn-17,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A09,FAM,,Unkn-25,,,38.01,37.81,0.294,0.00000,-8.434,0.00000,0.00000,60.0,
,A10,FAM,,Unkn-25,,,37.60,37.81,0.294,0.00000,-8.328,0.00000,0.00000,60.0,
,A11,FAM,,NTC,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,A12,FAM,,NTC,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,B01,FAM,,Std-02,,,12.49,12.10,0.559,0.01000,-2.000,0.01000,0.00000,60.0,
,B02,FAM,,Std-02,,,11.70,12.10,0.559,0.01000,-2.000,0.01000,0.00000,60.0,
,B03,FAM,,Unkn-02,,,28.37,28.37,0.007,0.00000,-5.990,0.00000,0.00000,60.0,
,B04,FAM,,Unkn-02,,,28.36,28.37,0.007,0.00000,-5.987,0.00000,0.00000,60.0,
,B05,FAM,,Unkn-10,,,33.95,34.00,0.065,0.00000,-7.403,0.00000,0.00000,60.0,
,B06,FAM,,Unkn-10,,,34.04,34.00,0.065,0.00000,-7.427,0.00000,0.00000,60.0,
,B07,FAM,,Unkn-18,,,27.31,27.29,0.037,0.00000,-5.721,0.00000,0.00000,60.0,
,B08,FAM,,Unkn-18,,,27.26,27.29,0.037,0.00000,-5.707,0.00000,0.00000,60.0,
,B09,FAM,,Unkn-26,,,33.71,33.96,0.363,0.00000,-7.342,0.00000,0.00000,60.0,
,B10,FAM,,Unkn-26,,,34.22,33.96,0.363,0.00000,-7.472,0.00000,0.00000,60.0,
,B11,FAM,,Unkn-33,,,35.29,35.01,0.392,0.00000,-7.742,0.00000,0.00000,60.0,
,B12,FAM,,Unkn-33,,,34.73,35.01,0.392,0.00000,-7.602,0.00000,0.00000,60.0,
,C01,FAM,,Std-03,,,17.98,17.90,0.107,0.00100,-3.000,0.00100,0.00000,60.0,
,C02,FAM,,Std-03,,,17.82,17.90,0.107,0.00100,-3.000,0.00100,0.00000,60.0,
,C03,FAM,,Unkn-03,,,27.98,27.97,0.018,0.00000,-5.891,0.00000,0.00000,60.0,
,C04,FAM,,Unkn-03,,,27.96,27.97,0.018,0.00000,-5.885,0.00000,0.00000,60.0,
,C05,FAM,,Unkn-11,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C06,FAM,,Unkn-11,,,38.26,38.26,0.000,0.00000,-8.495,0.00000,0.00000,60.0,
,C07,FAM,,Unkn-19,,,26.37,26.31,0.092,0.00000,-5.482,0.00000,0.00000,60.0,
,C08,FAM,,Unkn-19,,,26.24,26.31,0.092,0.00000,-5.449,0.00000,0.00000,60.0,
,C09,FAM,,Unkn-27,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C10,FAM,,Unkn-27,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,C11,FAM,,Unkn-34,,,31.25,31.27,0.031,0.00000,-6.718,0.00000,0.00000,60.0,
,C12,FAM,,Unkn-34,,,31.29,31.27,0.031,0.00000,-6.729,0.00000,0.00000,60.0,
,D03,FAM,,Unkn-04,,,37.90,38.02,0.168,0.00000,-8.405,0.00000,0.00000,60.0,
,D04,FAM,,Unkn-04,,,38.14,38.02,0.168,0.00000,-8.465,0.00000,0.00000,60.0,
,D05,FAM,,Unkn-12,,,29.41,29.44,0.049,0.00000,-6.251,0.00000,0.00000,60.0,
,D06,FAM,,Unkn-12,,,29.47,29.44,0.049,0.00000,-6.269,0.00000,0.00000,60.0,
,D07,FAM,,Unkn-20,,,,0.00,0.000,,,0.00000,0.00000,60.0,
,D08,FAM,,Unkn-20,,,39.84,39.84,0.000,0.00000,-8.898,0.00000,0.00000,60.0,
,D09,FAM,,Unkn-28,,,25.46,25.37,0.127,0.00001,-5.251,0.00001,0.00000,60.0,
,D10,FAM,,Unkn-28,,,25.28,25.37,0.127,0.00001,-5.206,0.00001,0.00000,60.0,
,D11,FAM,,Unkn-35,,,32.79,33.13,0.480,0.00000,-7.110,0.00000,0.00000,60.0,
,D12,FAM,,Unkn-35,,,33.47,33.13,0.480,0.00000,-7.282,0.00000,0.00000,60.0,
,E01,FAM,,Std-05,,,24.58,24.52,0.080,0.00001,-5.000,0.00001,0.00000,60.0,
,E02,FAM,,Std-05,,,24.46,24.52,0.080,0.00001,-5.000,0.00001,0.00000,60.0,
